molecule;mass;abundance;output;resolution;adduct;charge;mult;type;threshold;fraction;is_ppm;dmz;calcSum;monoMass
C24H43ClNOP2Ru;557.37857627802;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.37913731566;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.379698353299;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.380259390939;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.380820428578;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.381381466218;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.381942503857;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.382503541497;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.383064579136;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.383625616776;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.384186654415;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.384747692055;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.385308729694;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.385869767334;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.386430804973;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.386991842613;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.387552880252;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.388113917892;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.388674955531;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.389235993171;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.38979703081;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.39035806845;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.390919106089;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.391480143729;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.392041181368;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.392602219008;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.393163256647;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.393724294287;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.394285331926;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.394846369566;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.395407407205;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.395968444845;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.396529482484;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.397090520124;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.397651557763;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.398212595403;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.398773633042;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.399334670682;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.399895708321;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.400456745961;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.4010177836;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.40157882124;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.40213985888;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.402700896519;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.403261934159;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.403822971798;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.404384009438;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.404945047077;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.405506084717;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.406067122356;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.406628159996;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.407189197635;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.407750235275;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.408311272914;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.408872310554;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.409433348193;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.409994385833;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.410555423472;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.411116461112;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.411677498751;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.412238536391;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.41279957403;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.41336061167;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.413921649309;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.414482686949;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.415043724588;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.415604762228;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.416165799867;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.416726837507;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.417287875146;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.417848912786;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.418409950425;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.418970988065;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.419532025704;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.420093063344;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.420654100983;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.421215138623;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.421776176262;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.422337213902;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.422898251541;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.423459289181;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.42402032682;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.42458136446;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.425142402099;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.425703439739;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.426264477378;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.426825515018;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.427386552657;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.427947590297;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.428508627936;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.429069665576;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.429630703215;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.430191740855;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.430752778494;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.431313816134;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.431874853773;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.432435891413;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.432996929052;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.433557966692;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.434119004331;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.434680041971;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.43524107961;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.43580211725;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.436363154889;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.436924192529;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.437485230168;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.438046267808;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.438607305447;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.439168343087;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.439729380727;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.440290418366;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.440851456006;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.441412493645;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.441973531285;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.442534568924;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.443095606564;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.443656644203;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.444217681843;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.444778719482;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.445339757122;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.445900794761;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.446461832401;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.44702287004;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.44758390768;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.448144945319;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.448705982959;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.449267020598;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.449828058238;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.450389095877;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.450950133517;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.451511171156;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.452072208796;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.452633246435;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.453194284075;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.453755321714;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.454316359354;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.454877396993;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.455438434633;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.455999472272;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.456560509912;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.457121547551;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.457682585191;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.45824362283;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.45880466047;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.459365698109;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.459926735749;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.460487773388;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.461048811028;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.461609848667;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.462170886307;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.462731923946;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.463292961586;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.463853999225;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.464415036865;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.464976074504;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.465537112144;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.466098149783;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.466659187423;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.467220225062;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.467781262702;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.468342300341;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.468903337981;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.46946437562;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.47002541326;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.4705864509;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.471147488539;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.471708526179;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.472269563818;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.472830601458;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.473391639097;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.473952676737;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.474513714376;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.475074752016;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.475635789655;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.476196827295;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.476757864934;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.477318902574;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
C24H43ClNOP2Ru;557.477879940213;0;profile;100000;M+;1;1;Gaussian;0.01;0.1;0;0;C24H43Cl1N1O1P2Ru1;560.1546
