Wavenumbercm-1,1.30e+01 M,8.68e+00 M,6.51e+00 M,5.21e+00 M,4.34e+00 M,3.47e+00 M,2.60e+00 M
2970,0.23177194913435115,0.23252423305352335,0.2722440766665688,0.31257984828110386,0.32744902995761327,0.27813708064347736,0.34382558587852613
2968,0.24869797006067804,0.24441489603824845,0.27926342742397225,0.3107914152661915,0.32369750486770815,0.30949418631346015,0.37802983285772196
2966,0.24248551202610222,0.22669271048746245,0.26686940855137586,0.29417397261748396,0.293647849172065,0.31613214678962254,0.3779498666914371
2964,0.20979982385619927,0.18929315530014215,0.2382187100940049,0.26341117196185937,0.2390548616787432,0.27974670677054264,0.3332513980927604
2962,0.17673441304945176,0.16403632305775384,0.21104106202972966,0.23533680323906428,0.19329220673612085,0.22242752934518475,0.27558115872061717
2960,0.16965091030034907,0.16819886356911798,0.19723038056180955,0.22522974209989421,0.18592807615665194,0.1820244733651167,0.24027789867663218
2958,0.18516453266265023,0.18206241729913322,0.19132313574640075,0.2247198384885965,0.20536407511530613,0.17102108510556843,0.22684043533261813
2956,0.2011868658456822,0.1794588974844601,0.18526742837627108,0.21943041070557684,0.21994252167820574,0.177672408407865,0.21622322001137115
2954,0.20383758969153318,0.16068612987667436,0.17803171459379083,0.21129396048147425,0.21690701644906876,0.18705525835521425,0.2008362382228901
2952,0.19153698857057783,0.14073087057580663,0.16339780877302942,0.19868848830483954,0.19781294528142038,0.18037320649969518,0.17506690267747904
2950,0.16798458716504436,0.12589482114329928,0.13457243335447114,0.1659248494488078,0.16133401685694584,0.14575537794911747,0.13031539527495806
2948,0.14272981901376075,0.11503741617220724,0.10247033442943938,0.11038252851889412,0.10978044670266902,0.0970674962926333,0.07165144791931942
2946,0.13307027514348285,0.11360645610123803,0.09351498093827884,0.06403981990694396,0.06422523509701175,0.06956681015622038,0.029899518258867424
2944,0.152945724961382,0.12983214945168148,0.12069597260691531,0.0665317989359309,0.0523514086032559,0.08568385553738501,0.03842348701750123
2942,0.19689862243587078,0.15847128518000972,0.16621855936154628,0.118248152384345,0.0803842395872098,0.13133795289452307,0.09696379212537674
2940,0.23964537289310747,0.1797887049420781,0.19684517583313837,0.17616050902793745,0.12264562770865604,0.16778239834169661,0.16290436690583002
2938,0.2593216729863186,0.182054419342518,0.19578213470724395,0.20410659582552831,0.14629468687536545,0.172560842513299,0.19465839083312964
2936,0.25557040488326793,0.17271502261633392,0.17434328295418994,0.2042869830017561,0.14064126291373621,0.1546072180698145,0.18702245053713426
2934,0.2420960632057958,0.16463803672485733,0.15416968128516373,0.19356936369933084,0.1182334173190984,0.12928906582604965,0.1564744269612582
2932,0.22971569469169548,0.1630834891285493,0.1468821021957243,0.17839642788965251,0.09949243613844146,0.10304100463296811,0.12018238362986378
2930,0.2183159987840968,0.1644951224877378,0.14643848644141477,0.15876270777669887,0.0928222852238453,0.07744793158987065,0.08860623124538305
2928,0.20404354182958226,0.16301727715296765,0.1397891505422734,0.14074350159872512,0.08710601696124035,0.05587381615327109,0.06487425217743749
2926,0.18839858903440118,0.15669825561573017,0.12547612058870317,0.13078530977713893,0.06726976009157137,0.04186985565955184,0.047602198321667274
2924,0.17817322961534565,0.1507766290801235,0.1189001620626406,0.12668971558457598,0.03869354984256483,0.03722032484963176,0.03614009704912258
2922,0.18049841871292105,0.15715443882604366,0.13445750895896055,0.1289929828702521,0.030305282898677188,0.048176293006981806,0.03780922533646292
2920,0.19684217757763248,0.17915284869216028,0.16293675880700892,0.1414581261939212,0.05677396049520385,0.07525274608281433,0.05589617967354328
2918,0.2234142215936502,0.2050494336120962,0.18328474828163116,0.16274490331936473,0.09921362627056439,0.10803027329897533,0.08293354147414093
2916,0.25671913621965387,0.22766299389109662,0.19568847675138493,0.1929283671930046,0.14065963962193412,0.1432605986754472,0.11855420257714423
2914,0.2921429626185293,0.2527283211781466,0.2179678463397152,0.23506565614329483,0.18668607132690346,0.18769109395267786,0.16957909322858192
2912,0.3201364334641717,0.28046717572339247,0.2529597827121664,0.28242150476587585,0.2386743680707843,0.2405216649715391,0.22885905161445105
2910,0.3323289791702609,0.2974055242421706,0.2839032859700063,0.31696006050888803,0.2776415446884222,0.2882591832503889,0.2744499262975399
2908,0.33106791440808303,0.2955027817602404,0.30183372508417944,0.32759591732692384,0.28852289084816574,0.317776703757064,0.29397664463243267
2906,0.3257387571310141,0.28723423099210205,0.31601514887701004,0.32345009328848123,0.28347712361890276,0.3292002145314685,0.3009977438719407
2904,0.3211947968752005,0.2899231436726619,0.3315068209163427,0.319448338962729,0.2832126105281309,0.33036536960215807,0.31299400673032546
2902,0.3160548253098855,0.3019460471678702,0.3370986199680937,0.3163579185604635,0.2871849494663322,0.3252819202039189,0.3243320017116408
2900,0.3093959444798207,0.30623826449334907,0.3242627805520138,0.3070765392370915,0.2810368520225768,0.31420799917190906,0.3185050657864556
2898,0.30093202441446604,0.29341300926026687,0.3022125549762008,0.29387602705023863,0.2634724812095787,0.29739164134509694,0.2966486785740183
2896,0.28735264179241293,0.2708139518610271,0.28435923148725617,0.2865132421562235,0.24781674338658602,0.2754057297211105,0.27641085069898846
2894,0.26869911358771376,0.2516233513682851,0.2734139876780958,0.28749124651097024,0.24292023640250066,0.2529663765905202,0.2691901971885129
2892,0.25606211362994064,0.2447316018656719,0.267986287283725,0.2918153864355468,0.24806204052264236,0.24248651629393275,0.2731368289595008
2890,0.26136118879986486,0.25207954392700266,0.27067591248598016,0.2986266847413523,0.261597939030484,0.2548156812742769,0.2850007793844882
2888,0.28126818355776856,0.2687041517473556,0.28211421141980747,0.31033021976545844,0.28210360444645555,0.28514217676055353,0.3052617231433953
2886,0.30196859603877296,0.2862688936281492,0.2979048586864166,0.3233233438192538,0.3037683167930643,0.31673845398090356,0.3308289965739945
