Wavenumbercm-1,00:02:34,00:05:33,00:08:34,00:11:34,00:14:34,00:17:33,00:20:33,00:23:32,00:26:32,00:29:32,00:32:33,00:35:32,00:38:32,00:41:32,00:44:32,00:47:32,00:50:32,00:53:32,00:56:32,00:59:32,01:02:32,01:05:32,01:08:33,01:11:34,01:14:35,01:17:34,01:20:34,01:23:34,01:26:32,01:29:32,01:32:34,01:35:34,01:42:01,01:45:01,01:48:01,01:51:01,01:54:01,01:57:01,02:00:01,02:02:59,02:05:59,02:08:59,02:12:01,02:15:01,02:18:01,02:21:01,02:24:01,02:27:01,02:29:59,02:32:59,02:36:01,02:39:01,02:42:01,02:45:01,02:48:01,02:51:01,02:54:01,02:57:01,03:00:01,03:03:01,03:06:01,03:09:01,03:12:01,03:15:01,03:18:01,03:21:01,03:24:01,03:27:01,03:30:01,03:33:01,03:36:01,03:39:01,03:42:02,03:45:00,03:48:01,03:51:01,03:54:01,03:57:01,04:00:01,04:03:01,04:06:01,04:09:01
2508,-0.00115323942436609,-0.00662260729674162,-0.00941558703188638,-0.0115082738784162,-0.013199168067571,-0.0142962373872779,-0.0150773740065727,-0.0159338352485697,-0.0163957918238727,-0.0166710960829235,-0.0167393796455628,-0.0170412971807981,-0.0172205201024983,-0.0171683220615998,-0.0172658536487544,-0.0176846955755206,-0.0177816770192418,-0.0177959005007772,-0.0180784090907613,-0.0183325962682788,-0.018742158418735,-0.0188326430852616,-0.0188831449754022,-0.0193294386740671,-0.019719238706749,-0.0198732734708968,-0.0199982680275625,-0.0201006921288898,-0.0201337637709945,-0.0207628670867299,-0.0209103162797024,-0.0209830563663884,-0.0103069755815928,-0.0103416841161229,-0.0101245172140309,0.00344472082087735,0.00300592004804356,-0.00222132843801562,-0.00604457641575769,-0.00831704459110743,-0.0105130817397651,-0.0131830028990519,-0.00142304271989271,-0.00545867200979267,-0.0137029925149482,-0.0169625779190863,-0.0183506206639341,-0.0195719513347661,-0.0203552687062257,-0.020747047222761,-0.0218270411534193,-0.02257356600532,-0.0225794967202788,-0.0226467612587033,-0.0227729859153156,-0.0205807450931349,-0.017871867435614,-0.0175311964275471,-0.017076494683908,-0.0171488448256005,-0.0176410789110953,-0.0174214072037477,-0.0173131307071651,-0.0170006234929303,-0.0163446825468157,-0.0161964833216597,-0.0166358820357022,-0.0169751865745855,-0.0171887610100762,-0.0172682901565838,-0.0175459879847887,-0.0173188965317368,-0.0172063762639273,-0.0176723037973333,-0.0175859057261233,-0.0180907918562011,-0.0183865363668438,-0.0188559465982414,-0.0171489393610078,-0.0132563589001336,-0.0144555804732198,-0.0142630193173329
2506,-0.00118998590605067,-0.00666954861023529,-0.00944450248485474,-0.0114409708700389,-0.0131399243398281,-0.0143059193464108,-0.0150662113315144,-0.0158770248563455,-0.0163690811709257,-0.0166885222896394,-0.0167295062287404,-0.0170785621305521,-0.0172139206450539,-0.01715388468737,-0.0173063316081166,-0.0176849436492694,-0.0177745810904273,-0.0179018358120373,-0.0181090356013674,-0.0183652413740059,-0.0187659061227638,-0.0188156201565272,-0.0188697603626314,-0.0193525626462103,-0.0196866079775259,-0.0198745090256002,-0.0199338612641701,-0.0200532690023851,-0.0201325697573106,-0.0207217847245015,-0.020940720577,-0.0210246454017943,-0.0103012665079261,-0.0103190969224845,-0.0100495888400358,0.00343234361629083,0.00297781238014992,-0.00227658128689683,-0.00604183950960193,-0.0083882108126869,-0.0105456071549556,-0.0131977339285823,-0.00148782981162088,-0.00547899850483579,-0.0136717184948541,-0.0169062787136401,-0.0183995378456441,-0.0196477896860924,-0.0203781611052633,-0.0207593143274055,-0.0218434994020834,-0.022554626649783,-0.0225833802261864,-0.0226967074825629,-0.0228270013446193,-0.020612453745636,-0.017858202745264,-0.0175391993054282,-0.0170930453043448,-0.0171143845444727,-0.0176559226103072,-0.0174216973496961,-0.0173042694719709,-0.0169824662603596,-0.0163753508596684,-0.0162782349388564,-0.0166447284886665,-0.0170490579294446,-0.0172308519598802,-0.017319252974389,-0.017562998496914,-0.0173184790507639,-0.017271926681199,-0.01765326917677,-0.0175910764159014,-0.0181380861266069,-0.0183320291393642,-0.0188313848180096,-0.017123789867354,-0.0131558363742166,-0.0144758458702723,-0.0142780464281131
2504,-0.00125392258134803,-0.00674382346388894,-0.00952586330042125,-0.011416613058326,-0.0131057546118665,-0.0142973734920749,-0.0151287281238655,-0.0158698444966734,-0.0163521901799773,-0.016676871071881,-0.0167246225989002,-0.0170764875117261,-0.0171908843305766,-0.017120536200043,-0.0173229106374835,-0.0176345265744019,-0.0177598565957714,-0.0179491813760171,-0.0180982289065938,-0.0183645390972149,-0.0187327481066725,-0.0187788708245575,-0.0188437653070013,-0.0192952321260436,-0.0195775399618389,-0.0198344856371198,-0.0198210992709066,-0.020001362424773,-0.0201543681044654,-0.0206149365726592,-0.0208822247240064,-0.0209958944584137,-0.0103621486463382,-0.0103365342059989,-0.0100380739522366,0.00334926179571494,0.00294406063347273,-0.00231671798716725,-0.00605072651017754,-0.00847143697921733,-0.0106231875494531,-0.0132594646836818,-0.00156279606591616,-0.00557680844320619,-0.0136631497706404,-0.0169378309486385,-0.0184905135927827,-0.0197688828463188,-0.0204149730020292,-0.0208189302076527,-0.0219158174675825,-0.0226055857276543,-0.0226266938694089,-0.0228454530982118,-0.0228914934744111,-0.0206314700630341,-0.0178566147977693,-0.0175249128559888,-0.0170997634933229,-0.0171114209383726,-0.0176189584417401,-0.0173561092143655,-0.0172812571611223,-0.0169864327498453,-0.0164166417509623,-0.0163368125608428,-0.0166366747898536,-0.0171006927254511,-0.0171981720252039,-0.0173491183352851,-0.0175710137178306,-0.0172455123629384,-0.0172954788637911,-0.0176085574176749,-0.0175674776076513,-0.0182060655199584,-0.0183830928067181,-0.0188075827451489,-0.0170641668377112,-0.0130279197870553,-0.0144841894689536,-0.0143234439720858
2502,-0.00132175133103804,-0.0067892451126951,-0.00964576050936324,-0.0115092427878209,-0.0131290597157624,-0.0142706772369274,-0.0152221605765181,-0.0159257102711616,-0.0163769952856429,-0.0166391181463464,-0.0167278923981947,-0.017060148684052,-0.0171775984168125,-0.0170948590233493,-0.017310406657126,-0.0175742584795955,-0.0177522424875082,-0.0179173461186769,-0.0180740529364772,-0.0183402975040379,-0.0186646012254977,-0.0187696230765065,-0.0188067559762001,-0.0192094892454206,-0.0194840494338494,-0.0197851395913642,-0.0197463561187832,-0.0199775112612479,-0.0202041633602373,-0.0205049999790179,-0.0207766911274287,-0.0209443376414443,-0.0104510839811409,-0.0103747496378221,-0.0101075080150474,0.00325154800371152,0.00292117259932891,-0.00234709269689993,-0.00610143049790619,-0.00857020019048072,-0.0107546975526309,-0.0133510639668484,-0.00163161724008908,-0.00569976791302692,-0.0137285000976291,-0.0170533571787198,-0.0185923638273811,-0.019896691614208,-0.0204852708489867,-0.0209031220629302,-0.0220302617193791,-0.0227387938082768,-0.0226812190563668,-0.0230039351172105,-0.0229282905087374,-0.0206226108243558,-0.0178861525035236,-0.0174897451818907,-0.0170879429635087,-0.0171248511027911,-0.0175574218045678,-0.0172669714309749,-0.0172521727355566,-0.0170355023195661,-0.0164779773423707,-0.0163569843563043,-0.0166309906264322,-0.0171278851652139,-0.0171436096773914,-0.0173659028964865,-0.0175626303171022,-0.017143759814405,-0.017272031540364,-0.0175780722647403,-0.0175473592593253,-0.0182477441625085,-0.0185005006485098,-0.0187999999140696,-0.0170002528022613,-0.0129382356540584,-0.014428208292974,-0.0143610616536579
2500,-0.00135160385672844,-0.00678745194800226,-0.00975870030463192,-0.0116686504262936,-0.013222321665938,-0.0142586685692703,-0.0152639886149798,-0.0159919574193303,-0.0164200169658847,-0.0166059584517319,-0.0167531529005875,-0.0170601521161251,-0.0171651248615076,-0.0171154248664343,-0.0173189758457684,-0.0175460678068366,-0.0177632461042907,-0.0178591192922292,-0.0180739369947039,-0.0183388087789937,-0.0186132854659287,-0.01881645157133,-0.0187775122717874,-0.0191716152092122,-0.0194977107642057,-0.0197610682327495,-0.0197816134560137,-0.0200033071080014,-0.0202767116848931,-0.0204674766431271,-0.0207177659011546,-0.0209318008777325,-0.0105369536312694,-0.0104555200054036,-0.010206802655617,0.0031770139657808,0.00287296695946348,-0.00239779863844479,-0.00619225958261849,-0.00869837624370186,-0.0109266853435774,-0.0134594600278805,-0.0016951524771374,-0.00579840465401725,-0.0138417345326884,-0.0171893660331702,-0.0186823107579853,-0.0199832076888079,-0.0205764744156779,-0.0210043129582287,-0.0221438740144824,-0.0229069332082915,-0.0227467574685521,-0.0230882031248525,-0.0229267664399481,-0.0206189640596234,-0.0179806190280526,-0.0174784624988214,-0.0171288822809658,-0.0172030588886982,-0.0175508776180066,-0.0172373825876457,-0.0172830802586356,-0.0171439213366181,-0.0165824878201068,-0.0164075395317227,-0.0166913022885124,-0.0171930152202797,-0.017167960002199,-0.017431334688668,-0.0175839847232993,-0.0171121610577735,-0.0172686001416326,-0.0176371697260553,-0.0175942809132845,-0.0182886399828612,-0.0186282074850258,-0.0188456340758808,-0.0169869918603868,-0.0129359348870081,-0.0143555199442888,-0.0144019855428991
2498,-0.0013102804928565,-0.00674400007923468,-0.00979147898810035,-0.0117461668965539,-0.0133224822254572,-0.014252776002883,-0.0152215869417004,-0.0160048081953596,-0.0164264278181486,-0.0165894352910234,-0.0167857906471357,-0.017064676278564,-0.0171206944394043,-0.0171742739983835,-0.0173607945336712,-0.017541997867652,-0.0177643948414334,-0.0178092157658729,-0.0180738393454116,-0.0183589729656739,-0.0185771647386688,-0.018845709867841,-0.0187544138643348,-0.0191641613631561,-0.019577335001992,-0.0197322670293148,-0.0198762283287331,-0.0200256687463888,-0.0203132274073999,-0.0204886573045277,-0.0207145350298975,-0.020929079186893,-0.0105649088852629,-0.0105521258890718,-0.0102394680378912,0.00315930219452449,0.00282244441311947,-0.00243447502578758,-0.00623255709984234,-0.00878737488219795,-0.0110510172480764,-0.0135249771083838,-0.00170710356997007,-0.00581705307051296,-0.0138976580684784,-0.0172487056451228,-0.0187306500293051,-0.0199727432387836,-0.0206043444222327,-0.0210749337717459,-0.02217102355155,-0.0229939236363252,-0.0227984637035645,-0.0230540975689391,-0.0228676247354594,-0.0206112988358987,-0.0180685820284856,-0.0174877705826312,-0.0172113768693675,-0.0173026115233036,-0.0175938618758574,-0.0172565939169998,-0.0173532726879493,-0.0172520031374972,-0.0166758619194429,-0.0164823367019178,-0.0168017915947945,-0.0172752581168366,-0.0172634942846354,-0.0175192767260528,-0.0176393724260858,-0.0171734242827545,-0.0172966496281022,-0.0177458663005995,-0.0176723944366268,-0.018337485288473,-0.0187049793330884,-0.0189183468342338,-0.0170022087639404,-0.0129855466260469,-0.0143231347310407,-0.0144221893775092
2496,-0.00120821191057365,-0.00666774376575188,-0.00970515177370118,-0.0116687566201518,-0.0133372298536576,-0.0142152380283943,-0.0151475344785757,-0.0159507852557339,-0.0163795832354082,-0.0165792445737103,-0.0167828012604808,-0.0170403799496839,-0.0170434128368252,-0.0172089778148101,-0.0173912799152404,-0.017532585490308,-0.0177202831978802,-0.0177603100818029,-0.0180222263865063,-0.0183432670895945,-0.0185204271869425,-0.0187751370362554,-0.0187206840639853,-0.0191160603696857,-0.0196136571139135,-0.0196654386019762,-0.0199177048809844,-0.0199943764669358,-0.020266634592908,-0.0204895707279823,-0.0206998744235347,-0.0208826530985983,-0.0104948623475603,-0.0105814542786413,-0.0101647783850718,0.00321635141873778,0.00284928783718503,-0.0023950168857565,-0.00615685739724893,-0.00874444011861954,-0.0110447235592298,-0.0134916211256868,-0.00162075637760862,-0.00573826944239162,-0.0138373971359389,-0.0171957008165004,-0.0187264352856798,-0.019865483792102,-0.0205124049968984,-0.0210458359922877,-0.0220779281058734,-0.0229353977292945,-0.0227937598298803,-0.0229338995658604,-0.0227578193772235,-0.0205515846577483,-0.0180347583301137,-0.0174712572763397,-0.0172086595806086,-0.0172838075626623,-0.0175924543146171,-0.0172451270884873,-0.0173512808101836,-0.0172516128308815,-0.0166554039189834,-0.0164866043617015,-0.0168499316703353,-0.0172659367810698,-0.017313760003209,-0.0175183312161626,-0.0176557119819476,-0.017232772563026,-0.0172916851831228,-0.0177615892177894,-0.0176675635304343,-0.0183540670683053,-0.0186959220081907,-0.0189413342580409,-0.0169829613603309,-0.0130049356570341,-0.014302007327464,-0.0143457944846763
2494,-0.00110675808852099,-0.00659065023086237,-0.00956116913786757,-0.0115337557640213,-0.0132586579394321,-0.0141586906509727,-0.01511939914328,-0.0158706273917541,-0.0163257395283411,-0.0165834566223678,-0.0167351842682535,-0.0169969326395348,-0.0169824612575609,-0.0171832749445158,-0.0173969217256787,-0.0175232062416205,-0.0176618179385547,-0.0177248591364448,-0.017936140246453,-0.0182782217594653,-0.0184623803634967,-0.0186528513692436,-0.0186905417672611,-0.01903952038759,-0.0195896455042567,-0.0196123795057822,-0.0198899210896849,-0.0199535820827707,-0.0201825617649545,-0.0204622758286032,-0.0206634910831828,-0.0208354848776239,-0.0103818538471898,-0.0105255483506457,-0.0100597623379516,0.00329362011618389,0.00293677114366914,-0.00231247499865643,-0.00605441173836184,-0.00860467884742785,-0.0109553657726388,-0.0134057013099299,-0.00149834370771452,-0.00564074556082864,-0.0137365025810394,-0.0171074984362944,-0.0187180007488858,-0.019754629863228,-0.020381784342073,-0.0209318978680765,-0.0219642598071393,-0.0228135566357054,-0.022756680738686,-0.0228389169441122,-0.0226814519026759,-0.0204602756383289,-0.0179027936489834,-0.0174381212531075,-0.0170691800296812,-0.0171290431459054,-0.0175155520637736,-0.0172067498123661,-0.0172550208744117,-0.0171246026383127,-0.0165191105329556,-0.0164073905263927,-0.0167837918698996,-0.0171418178287329,-0.0172700603702536,-0.0174159656910894,-0.0175934495191833,-0.0172160315052874,-0.0172416318808152,-0.0176392437836239,-0.017565878699377,-0.0183356841413106,-0.0186384183666939,-0.0188941550096322,-0.0169443670120641,-0.012966756755862,-0.0142569198852232,-0.0141852483891499
2492,-0.0010659332880952,-0.00655832817271004,-0.0094732723189525,-0.0114869723994827,-0.0131800560907403,-0.0141458446157229,-0.0151594356004039,-0.0158128280664645,-0.0163149492047996,-0.0166299821496566,-0.0166971508060721,-0.0169791504368822,-0.0169831381205147,-0.0171317634728581,-0.0174250730142527,-0.0175296545542199,-0.0176659215656432,-0.0177379571625488,-0.0178907287577981,-0.0182312714972245,-0.0184641165423635,-0.01859630502459,-0.0186952402324417,-0.0190231026569909,-0.0195841610313644,-0.0196517747001378,-0.0198795169943461,-0.0199776351111621,-0.0201485669696037,-0.020492368149177,-0.0206725662183942,-0.0208702079420774,-0.0103264930553766,-0.0104638374012113,-0.010025008357404,0.00330903627040564,0.00296175119631546,-0.00228768533399708,-0.0060584689829393,-0.00850376564930142,-0.0109062019693568,-0.0133674408627385,-0.0014598553722563,-0.0056234052056239,-0.0137057184749042,-0.0170775176922034,-0.0187563503699034,-0.0197269881648845,-0.0203467776899288,-0.020839731745536,-0.0219553752264446,-0.0227554328606076,-0.0227671488291718,-0.0228536093935199,-0.0227136671842877,-0.0204239117420606,-0.0178118147868742,-0.017442818138546,-0.0169047360114716,-0.0170016500630627,-0.01743253184758,-0.0172243573060552,-0.0171711620186788,-0.0169824346866943,-0.0163856508000373,-0.0163493639133293,-0.0166895361643605,-0.0170144723240713,-0.0172122643104823,-0.0173436189876757,-0.0175053940651503,-0.0171647497253645,-0.0172170989666785,-0.017493909960552,-0.0174815827322776,-0.0183276282432966,-0.0186004162722835,-0.0188285781307422,-0.0169523712460957,-0.0129079089209117,-0.0142245907084962,-0.0140801783814947
2490,-0.00107895868807141,-0.00656944367750198,-0.00947945542963992,-0.0115484974159247,-0.0131770800651973,-0.0141987708047119,-0.0152225247729539,-0.0157945756629903,-0.0163348968768893,-0.0167094792532391,-0.0167146315039546,-0.0169874976631911,-0.017030494531856,-0.0170910232523674,-0.0174890619737003,-0.0175206055570061,-0.0177418270725947,-0.0177836393334199,-0.0179069825889881,-0.0182422415996025,-0.0185183943701833,-0.0186158557442279,-0.0187126207870932,-0.0190807669808736,-0.0196261442995154,-0.0197612252171346,-0.019923689288995,-0.0200495568707338,-0.0201763368006361,-0.02060905345893,-0.0207410031552665,-0.0209557175272429,-0.0103388314534243,-0.0104466404410139,-0.010052426313142,0.0032790611551144,0.00289235259615259,-0.00232738058658534,-0.0061385296201627,-0.00848126194599865,-0.0109188359668689,-0.0133841724422072,-0.00151376038961988,-0.00566641922575749,-0.0137379944583661,-0.0170908612305433,-0.0187980767345249,-0.0197457330069804,-0.0204144909436254,-0.0208284265451344,-0.0220268641703729,-0.0227687393332357,-0.0228331432698314,-0.0229280985995246,-0.0227993252260777,-0.0204647708564513,-0.0177954438386515,-0.017467359834193,-0.0168218729114461,-0.0170050786163361,-0.0173753601245822,-0.0172953391051472,-0.0171501400740423,-0.0169163021775844,-0.0163272510603723,-0.0163569619778884,-0.0166521316510306,-0.0169603626980452,-0.0171939279288511,-0.0173730406300201,-0.0174343293499891,-0.0171338937387417,-0.0172326124804367,-0.0174193080300172,-0.0174649008899198,-0.0183149613987184,-0.0185762838240641,-0.0187657403340009,-0.0169870168813822,-0.0128500911905939,-0.0142241135212119,-0.0141095627611552
2488,-0.00108059372500562,-0.00656471224464596,-0.00950526839761419,-0.0116188278800274,-0.0132148354918484,-0.0142593057347644,-0.0152446071797096,-0.0157988709301771,-0.016327212318659,-0.0167527206077163,-0.0167483075641034,-0.0169581999545261,-0.0170586930372809,-0.0170353183179478,-0.0175049392920059,-0.0174453532913328,-0.0177942489141656,-0.0177890622807949,-0.0179210675191709,-0.0182467059584918,-0.0185319188193569,-0.0186134435269628,-0.0186726040987569,-0.0191102273344799,-0.0196402106933232,-0.0198286016635331,-0.0199517988098672,-0.0200798603027757,-0.0201938752324739,-0.0207005054029301,-0.0207744805506612,-0.0209626378042864,-0.0103399508463929,-0.0104264277072028,-0.0100475767243282,0.00331253537642589,0.002868740454872,-0.002319425748348,-0.00613467313663929,-0.00842904244576061,-0.0108940546161373,-0.0133678082358018,-0.0015439141487691,-0.00565048510903369,-0.0137293981937678,-0.0170549171068219,-0.018739558479899,-0.0197030795133474,-0.0204582336808483,-0.0208303947414047,-0.0220308140884225,-0.0227561371746389,-0.0228519077089012,-0.022936752394467,-0.0228099172907305,-0.02050443136106,-0.017742197205102,-0.0174209010264487,-0.0167902609458264,-0.0170345789583191,-0.0172877505502245,-0.0173054934786947,-0.0171095328966053,-0.0168866169945328,-0.0162785065088049,-0.0163345543178381,-0.0166304548713265,-0.016919239222054,-0.0171460883902671,-0.0173955468954289,-0.0173381332011861,-0.0170845157235596,-0.0171920392671904,-0.0173666544745464,-0.0174199197394629,-0.0182099843788469,-0.0184913356346971,-0.0186614871773412,-0.016950249008571,-0.0127781369665361,-0.0141876822773335,-0.0141720897833707
2486,-0.00102930040624616,-0.00650554019195092,-0.00946443686395413,-0.0116198264664293,-0.0132011785855946,-0.0142564224254317,-0.0151912877772722,-0.0157891342496603,-0.016263404182529,-0.0166993985628693,-0.0167120568587367,-0.016847593195937,-0.0170067228161456,-0.0169297282900132,-0.0173845515767807,-0.017312427808245,-0.0177328481929374,-0.0177165030326295,-0.0178813566527735,-0.0181700514266024,-0.0184444389219881,-0.0185454907017238,-0.0185616148584029,-0.0190337027652788,-0.0195537805894473,-0.019786023021485,-0.019899360472892,-0.0200242620033501,-0.0201428356643365,-0.0206385582840037,-0.0206882654502666,-0.0208326626297014,-0.0102921112971823,-0.010342962238699,-0.00995337266204668,0.0034603162881398,0.00302174965270485,-0.00218797050097346,-0.00597854523264834,-0.00826345850677459,-0.0107691829778943,-0.0132758117296878,-0.0014738977023274,-0.00551230415268514,-0.0136267382508401,-0.016929504315283,-0.0185536930035145,-0.0195649684211247,-0.0203835513686222,-0.0207518264790993,-0.0218846923301346,-0.0226547311546349,-0.0227399922764408,-0.022827159402947,-0.0227033890374228,-0.0204738402808534,-0.0176006803898976,-0.0172769780865927,-0.0167426623261069,-0.0169552007899238,-0.017146543798685,-0.0171937459341483,-0.0169873045883026,-0.0168089553021535,-0.0161482835600386,-0.0161940607678346,-0.0165370083450477,-0.0168112936307041,-0.0169964482306382,-0.0172814287371594,-0.0171770655357779,-0.0169567220262274,-0.0170315439704874,-0.0172608680856191,-0.017269495009962,-0.0179917582841596,-0.0183268880906759,-0.018493991892022,-0.0168150532600951,-0.0126937926007135,-0.0140733839096338,-0.0141327012653269
2484,-0.000961415566470435,-0.00642933766371993,-0.00936236560493051,-0.0115635138340003,-0.0131073493429187,-0.0141859845268011,-0.0150866454481938,-0.0157383374258861,-0.0161858334599271,-0.0165777348348463,-0.0165896293807518,-0.0167039179595327,-0.0168741521469182,-0.0168136353909828,-0.0171678949287584,-0.0171899309879531,-0.0175839011432686,-0.0176150132018491,-0.017816637232721,-0.0180530153177714,-0.0183150706232119,-0.0184752100160556,-0.0184693295388401,-0.0189022734002394,-0.0193896992456537,-0.0196737500130771,-0.0197978850172807,-0.0199228739450739,-0.02003655362706,-0.0204418412106284,-0.0205206448526163,-0.0206479222945602,-0.0102349919251311,-0.0102024813667827,-0.00979527879226031,0.00364910709336652,0.00330238064998227,-0.00198572770115528,-0.00576160763572374,-0.00804706892695202,-0.0105981824337368,-0.0131602500144464,-0.00134864379809367,-0.00530754365119906,-0.0134808271559882,-0.0167689026846149,-0.0183305256564754,-0.0193974207512572,-0.020222829458276,-0.0205975506783901,-0.0216587526567787,-0.0224867812317173,-0.0225410666245969,-0.0226532495121731,-0.0225463080181901,-0.0203856087364094,-0.0174665380453259,-0.0171171973331536,-0.0166907756232326,-0.0167976789115121,-0.0170223150548124,-0.0170312535935881,-0.0168364746260341,-0.0166780786707056,-0.0159419288193802,-0.0159765179344474,-0.016376009485162,-0.0166591311042709,-0.0167925315690374,-0.017063017587549,-0.0170051218457297,-0.0167865187257198,-0.0168301139397137,-0.0171293990211027,-0.017083188049879,-0.0177685868436986,-0.0181653007716518,-0.0183161332671828,-0.0166634283343543,-0.0126267125295743,-0.0139619666948857,-0.0139978541375117
2482,-0.000940171466955079,-0.00639186844906411,-0.00927904994113629,-0.0114918156684025,-0.0129965985467437,-0.014102931640134,-0.0150027706733809,-0.0156646318219185,-0.0161613951064608,-0.016476542064515,-0.0164659728793195,-0.016617692060163,-0.0167318754098071,-0.0167621234006412,-0.0169982001771825,-0.017124259371104,-0.017451052133135,-0.0175536939208037,-0.0177811665227799,-0.0180061375211459,-0.01825140136229,-0.0184552183875942,-0.0184855096199571,-0.0188149179142852,-0.0192288006204172,-0.0195701805642011,-0.0197125531769251,-0.0198388131103703,-0.0199274127746556,-0.0202544972352755,-0.020382615702315,-0.0205200295593091,-0.0101932795736621,-0.0100476569147133,-0.00963450518125663,0.00378315451226942,0.00355455776355074,-0.00180888559661624,-0.00558936156155656,-0.00789800447710452,-0.0104618101486144,-0.0130739966132188,-0.0012392128786811,-0.00512288610588499,-0.0133635898603795,-0.0166447186356057,-0.0181688263855404,-0.0192694888019649,-0.0200609826481611,-0.0204501326148928,-0.0214785727958686,-0.0223030850585683,-0.0223599748774903,-0.0224831996486037,-0.0223969303863937,-0.0202787473161818,-0.0174123115281741,-0.0170091524666592,-0.016665814556246,-0.0166744875465263,-0.0169717945024477,-0.0168998910003633,-0.0167119581798711,-0.0165479556655538,-0.0157354811536742,-0.0157770487419423,-0.0162328217532238,-0.0165363122235865,-0.0166322091289936,-0.0168713843432292,-0.0169056412074864,-0.0166636835912936,-0.0167064411439893,-0.0170437390070531,-0.0169659584791497,-0.0176512692102175,-0.0180760525574191,-0.0181929465671568,-0.0165602948076734,-0.0125816358326244,-0.0139382201752721,-0.013862639552068
2480,-0.000965979373337288,-0.00638675314155187,-0.00927021694307726,-0.0114156963078639,-0.0129350163636313,-0.0140522457312134,-0.014990115948354,-0.0156245919869558,-0.0162000968461911,-0.01643907661148,-0.0164228938535215,-0.0166151292729742,-0.0166660915438983,-0.0167753148899257,-0.0169666405241618,-0.0171042774727648,-0.017392199255079,-0.0175448619085604,-0.0177810412367469,-0.0180599924249105,-0.0182877859709038,-0.0184588781778292,-0.0185825147018631,-0.0187943387402826,-0.0191302101274221,-0.0195089590593606,-0.0196550530025558,-0.0198059822449532,-0.0198583564310328,-0.0201836446516907,-0.0203352764057838,-0.0204832666863841,-0.010139869040264,-0.00991313325915969,-0.00953316385661488,0.00383780000111703,0.00368839734252675,-0.00170178142233085,-0.00548416211552397,-0.0078585865019792,-0.0103807391987357,-0.0130143291041406,-0.00115902782138479,-0.00500080529290925,-0.013296984608989,-0.0165764758062921,-0.0180918210047407,-0.0191963823497141,-0.0199420973446679,-0.0203634998754413,-0.0214106898911453,-0.0221451930815827,-0.022243318988264,-0.0223457648464689,-0.0222575160033569,-0.0201624992762509,-0.0173725246087735,-0.0169278503520156,-0.0166391521540766,-0.0166069578448398,-0.0169601667192236,-0.0167919593979278,-0.0165931679269391,-0.0164419071219687,-0.0155977864518525,-0.0156395822166288,-0.0161638500844443,-0.0164705131500448,-0.0165392141761091,-0.0167645011458979,-0.0168864266124149,-0.0166101745561933,-0.0166723497448318,-0.017012589070006,-0.0169174473199729,-0.0176385475122729,-0.0180260648565317,-0.0181401535826641,-0.0164852413273051,-0.0125313743937523,-0.0139459189106699,-0.0137657231526546
2478,-0.000975496618641964,-0.00636535893567683,-0.00931034613362932,-0.0113316483557068,-0.0129126186413091,-0.0140276203735136,-0.0150098285610924,-0.0156457877422865,-0.0162335758276207,-0.0164233310710899,-0.016443391273412,-0.0166343734984307,-0.0166916283674933,-0.0167718850014551,-0.0170269243526164,-0.0171026403576247,-0.0173773149511752,-0.017554343238355,-0.0177829221910449,-0.0181294325613898,-0.0183617857813318,-0.0184440553464223,-0.0186438909989903,-0.0187869312882591,-0.0191019467947713,-0.0194681920483546,-0.019600856865141,-0.0198146340156033,-0.0198379592973733,-0.0202071347989925,-0.0203536767226743,-0.020502350523451,-0.0100609885063023,-0.00982514310144263,-0.00952732024888197,0.00384314661406051,0.00372861421997855,-0.00166237926172578,-0.00543141011935314,-0.00788718116717277,-0.0103337851264359,-0.012963182749315,-0.00109157685718522,-0.00494910154578564,-0.0132587369080278,-0.0165307964592634,-0.0180741278632888,-0.0191630471036836,-0.0198644365699576,-0.0203202157729239,-0.021438925751394,-0.022042652219537,-0.0221665148808798,-0.0222526879179027,-0.022130761130505,-0.0200363856156695,-0.0172721814480082,-0.0168277576388408,-0.016572929972773,-0.0165410826218629,-0.0169340003472991,-0.0166720720352289,-0.016481184476952,-0.0163490413359632,-0.0155699787845675,-0.0155668002295974,-0.016150924738756,-0.016446762858263,-0.0164737194708315,-0.0167038586817715,-0.0168907387528514,-0.0165742638103018,-0.0166528740372604,-0.0169942866819635,-0.0168742596205267,-0.0176607011789396,-0.0179450539745635,-0.0181358242075187,-0.0164060726752721,-0.0124661230615628,-0.013867460562319,-0.0136854524629613
