Wavenumbercm-1,00:02:32,00:05:32,00:08:32,00:11:32,00:14:32,00:30:55,00:33:54,00:36:55,00:39:55,00:42:55,00:45:55,00:48:55,00:51:55,00:54:55,00:57:54,01:00:55,01:03:55,01:06:55,01:09:55,01:12:55,01:15:55,01:18:55,01:21:56,01:24:56,01:27:55,01:30:55,01:37:04,01:40:04,01:43:04,01:46:04
2668,-0.00867841973318644,-0.00918260925220271,-0.00938542831168638,-0.00940826851763741,-0.00975374560519114,-0.0107056787999353,-0.0110542998424714,-0.0113609983135431,-0.0115428842665897,-0.0114348098862784,-0.0113561211153941,-0.0113018057541199,-0.0115378684658002,-0.0116181061082392,-0.0118051646122254,-0.0116929585143869,-0.0115052210962191,-0.0117422523653324,-0.0121558765732146,-0.0121255901685008,-0.0122169293844929,-0.0125131239204909,-0.0125954997422254,-0.0126454920122826,-0.0126276622783531,-0.0128191683230045,-0.0155556765158145,-0.00918000340453421,-0.00580878438660951,-0.00597323195824907
2666,-0.00856396632905125,-0.00904682992093399,-0.00928006742712419,-0.00930182008941922,-0.0096242503889292,-0.0105296821139756,-0.010913494594182,-0.0111810455611643,-0.0113658202159738,-0.0112878133407276,-0.0112069421789914,-0.0111358660456518,-0.0113600528336699,-0.0114570234290582,-0.0116593806015055,-0.0115162032905343,-0.0113310621212792,-0.0116043291830094,-0.0120019323788972,-0.011990113459124,-0.0120903983938913,-0.0123394976115646,-0.0124334090380566,-0.0124763948815262,-0.0125016187929153,-0.0126528210041591,-0.0153713333005091,-0.00902864278107579,-0.00560734127592456,-0.00579835223202863
2664,-0.00842823297800803,-0.00890808954376013,-0.00914429337438245,-0.00913702527860647,-0.00947281526153236,-0.010284202082497,-0.0107125427415212,-0.0109275365137794,-0.0111222374597784,-0.0110819243528104,-0.0110006846256595,-0.0109387329441837,-0.0111576448715386,-0.0112821904141624,-0.0114437779207503,-0.0113186015169645,-0.0111220767744973,-0.0114372585728981,-0.0118067745967907,-0.0117980085838501,-0.0119378342580908,-0.0121350308342285,-0.0122396592333424,-0.012290793226175,-0.0123457721429726,-0.0124624681442585,-0.0151647882575621,-0.00880558595962533,-0.00539589155935486,-0.00560120868391905
2662,-0.00848265885237238,-0.00895856032784754,-0.00918798553473745,-0.00914829010864827,-0.00950896554859578,-0.010232577949898,-0.0106876099628672,-0.0108753844798204,-0.0110664088890756,-0.0110516718933018,-0.0109796777669327,-0.0109411847855589,-0.0111574673631972,-0.0113113479582539,-0.0114021391426686,-0.0113282414358047,-0.0111256962486637,-0.0114627395297072,-0.011805175342023,-0.0117838785842492,-0.0119768425987645,-0.0121454027804979,-0.012244219683532,-0.0123221123872415,-0.0123819012618987,-0.012472708819333,-0.015181859691819,-0.00876385958796489,-0.00541018784237163,-0.00560047128058495
2660,-0.00870806556576147,-0.0091653500106906,-0.0094064813507365,-0.00935442489061857,-0.00972676804848069,-0.0104218998005719,-0.0108739222408914,-0.0110697681183096,-0.0112374465325806,-0.0112208070483844,-0.0111604858852934,-0.0111509654763523,-0.011355035917428,-0.0115392283934166,-0.01157111519606,-0.0115432025918549,-0.0113436960579124,-0.0116719947404027,-0.0120071689045078,-0.0119638624560239,-0.0121940636755178,-0.012367906704968,-0.0124612001165168,-0.0125503718510793,-0.0126092236854501,-0.0126759361210969,-0.0154202925151927,-0.00895205486662355,-0.00563454699560115,-0.0058043737323408
2658,-0.00889439197428631,-0.00933388130020565,-0.009593490877127,-0.00954903076667823,-0.00992517668509206,-0.0106452157768099,-0.0110784317830393,-0.0112955028802224,-0.0114408322412619,-0.0113998328599596,-0.0113451653872818,-0.0113587285631906,-0.0115390060964722,-0.0117446994531439,-0.0117520642285834,-0.0117439264409603,-0.0115563817000724,-0.0118436565158594,-0.0121978868173558,-0.0121314694300136,-0.0123583969404042,-0.0125666872756011,-0.0126761910568426,-0.0127341412137151,-0.0127977459928265,-0.0128572906312028,-0.0156454492228343,-0.00916287229241161,-0.00583828827379298,-0.00600542716285477
2656,-0.00891293517608288,-0.0093597460543267,-0.0096129479588069,-0.00957962646409533,-0.0099624361541921,-0.0107204107835201,-0.0111347409407732,-0.0113638394223764,-0.0115134968124417,-0.0114431040374932,-0.0113929675928162,-0.0114140109031089,-0.0115692825094465,-0.0117717460488642,-0.0117817410227833,-0.0117749648384594,-0.0116082201903985,-0.0118324328684883,-0.0122194556600774,-0.0121406334097201,-0.0123156412035479,-0.0125776994892058,-0.0127127602686127,-0.0127190958519792,-0.0127828215931479,-0.0128691145293869,-0.0156768763321856,-0.0092060993469149,-0.00585618542977829,-0.00603945285010718
2654,-0.00877926761454508,-0.00925663477399869,-0.00948366102685386,-0.00945229483395209,-0.00984137848718441,-0.0106310419019787,-0.0110260568300513,-0.0112547602449696,-0.0114309799610662,-0.0113423474526114,-0.0112984708639655,-0.0113159925244338,-0.0114572653138752,-0.0116351984324758,-0.0116569365195408,-0.0116442535731719,-0.0114943486412688,-0.0116654818028683,-0.0120765536095274,-0.0120047363525937,-0.0121054389531207,-0.0124189278749136,-0.0125597214394421,-0.0125385775763189,-0.0125946945548161,-0.012722912714657,-0.015501007636732,-0.00906291245934983,-0.00568294416891286,-0.00590190833980926
2652,-0.0085232970578547,-0.00902694964248285,-0.00924354105286401,-0.00920489239333066,-0.00960199155799725,-0.0104141844347834,-0.0107857038502878,-0.0110110847466003,-0.0111995872434939,-0.011114376806329,-0.0110677838774662,-0.0110822437806674,-0.0112261935756761,-0.0113851699329471,-0.0114196663663586,-0.011395595741853,-0.0112360418285825,-0.011398846111427,-0.0118067668066126,-0.0117546472398892,-0.0118167544117051,-0.0121454483795019,-0.012270191716227,-0.0122586955153423,-0.0123139806079027,-0.0124654353915079,-0.015166761316005,-0.00878671746241528,-0.00536818864350556,-0.00564553031339173
2650,-0.00820757986896051,-0.0087153590391974,-0.00894283990109273,-0.00889616297136505,-0.00931779594365831,-0.0101281368640273,-0.010476829789471,-0.0107066229400165,-0.0108680111983945,-0.0108082963261061,-0.0107461417968921,-0.0107595488559881,-0.0109158865616994,-0.0110802640718976,-0.0111304372702783,-0.0110964456673768,-0.0108961733993009,-0.01109511976389,-0.0114696861723632,-0.011431066724928,-0.0115273182370565,-0.0118234558771271,-0.0119326552699275,-0.0119459828469517,-0.0120071129549039,-0.0121638454574329,-0.0147788843576113,-0.00845689663140317,-0.00501757267177477,-0.0053513412534981
2648,-0.00801649294065401,-0.00851551611351334,-0.00874107344670558,-0.00869523854477002,-0.00915523041519105,-0.00993640152936846,-0.0102654131712518,-0.0105118737644112,-0.0106293076695581,-0.0105991293137944,-0.010525406167685,-0.0105395986293173,-0.0106968922757944,-0.0108811199282245,-0.0109485635929321,-0.0109216062806755,-0.0106758624286701,-0.0109178960615496,-0.0112480150937209,-0.0112055364895423,-0.0113750302101728,-0.0116286995117825,-0.0117306419692521,-0.0117651185087679,-0.0118128350515491,-0.0119804029551696,-0.0145554082724068,-0.0082405001093231,-0.00483927521165576,-0.00518160862793411
2646,-0.00807545020206609,-0.00856800091501524,-0.00876022203666987,-0.00872924931818957,-0.00920994468961745,-0.00997397806282465,-0.0102815166058159,-0.0105489811484084,-0.0106530750499305,-0.0106258198407417,-0.010558784080281,-0.0105872442900292,-0.0107169516949109,-0.0109168386240212,-0.0109946105728014,-0.0109940903577498,-0.0107301674644421,-0.0109876330645328,-0.011295739157171,-0.0112382846106156,-0.0114489438063781,-0.011698481781422,-0.0117934923413229,-0.0118419692805646,-0.0118466578137038,-0.0120249993745252,-0.0146340133899226,-0.00826191064080759,-0.00494074015907855,-0.00523420425397141
2644,-0.0081842643408713,-0.00867223775538497,-0.00882160341181233,-0.00881797864930075,-0.00928098029468341,-0.0100735888882505,-0.010363297594097,-0.0106392421841823,-0.0107753289769018,-0.0107108278609902,-0.0106601331775674,-0.0107177820765116,-0.0108059679297806,-0.0110150800291881,-0.0110914340629664,-0.0111180589417402,-0.010867794793331,-0.0111100500874582,-0.0114396505601661,-0.0113673775996213,-0.0115627797895093,-0.0118400070773909,-0.0119395145884461,-0.0119891355642551,-0.0119507060740043,-0.0121133464058926,-0.0147937994415275,-0.00834626085402962,-0.00507665576039302,-0.00531312467843727
2642,-0.00796690232303689,-0.00844487792373102,-0.00856559927459709,-0.00859404652511051,-0.00902190288988994,-0.00985932280250488,-0.0101550497538149,-0.0104197853334787,-0.0105982113370499,-0.010480798845449,-0.0104425102185801,-0.0105124793384811,-0.010583499349698,-0.010804019046294,-0.0108732214529716,-0.0109103867146394,-0.0106815417893603,-0.0108956889933671,-0.0112780009275151,-0.0111923371240726,-0.0113580413315808,-0.0116396765672922,-0.0117831104844853,-0.0118133543418077,-0.0117606773274142,-0.0118913071050875,-0.0146088509412026,-0.00811164832909172,-0.00483805077920851,-0.00505922223353519
2640,-0.00727542567518674,-0.00773939251068893,-0.00784659102251076,-0.00789938735270357,-0.00831025476515661,-0.00915973599098446,-0.00948849337891997,-0.00973882768275771,-0.00992896014796731,-0.00978482970720861,-0.0097539552877799,-0.00979121958417559,-0.00988236487785066,-0.010120383751247,-0.0101839645969673,-0.0102145344329942,-0.00999108754981887,-0.0101823930934302,-0.0106134285797737,-0.0105138465391535,-0.0106747053007571,-0.0109102459999867,-0.0111325323289353,-0.0111306708561416,-0.0110823183641297,-0.0112099771487281,-0.0138986318899117,-0.00737398465930868,-0.00409205846612693,-0.00433369129817218
2638,-0.00620303695516963,-0.00665748351135631,-0.00676494194547349,-0.00682307947788119,-0.0072436558274117,-0.00808473821655835,-0.00843821461146685,-0.00869565901190841,-0.00886438499787419,-0.0087379749936563,-0.00870438647567457,-0.00869400181221788,-0.00880687168652454,-0.00906761335671686,-0.00912642630623592,-0.00913783255732635,-0.00890620681390845,-0.0090903824895478,-0.00953821020145328,-0.00943431848114013,-0.00960486205330765,-0.00977999396124257,-0.0100624950232656,-0.010033237467757,-0.00998670196169521,-0.0101499384668029,-0.0127865407835992,-0.00624080486852403,-0.00299170305188126,-0.00325073715105499
2636,-0.00472573773732689,-0.00518002135013448,-0.00530615641393814,-0.00534995193707614,-0.00579149578197556,-0.00665367085061299,-0.00698366897795988,-0.00727390593511315,-0.00741743304079653,-0.00733361548804575,-0.00726956627565567,-0.00725948794211941,-0.00735593934694248,-0.00764225859411065,-0.00769531005601729,-0.00767777217830377,-0.00745094428864315,-0.0076385077095648,-0.00806731112260429,-0.00798477402721133,-0.00815655422651111,-0.00830409043736613,-0.00858037887847638,-0.00853353438152769,-0.00849367758613645,-0.00868531854475834,-0.0113115828879504,-0.00476356507606632,-0.00156185743973134,-0.00181944886207257
2634,-0.0026914935247279,-0.0031512726170318,-0.00330573605694203,-0.00332643617813482,-0.00378949244791056,-0.00469952638112315,-0.00496372451697607,-0.00529122733489254,-0.00542682606287507,-0.00537797643534068,-0.00525721609120058,-0.00530591131393846,-0.00536006914537726,-0.00566391149243601,-0.00571537735108891,-0.00567527928385296,-0.0054853635037404,-0.00566466493620051,-0.00605041966370096,-0.00601476766462795,-0.00618566582916981,-0.00634126913590617,-0.00655603824856356,-0.00650035811344804,-0.0064831114637535,-0.00666925547538377,-0.0093413588636087,-0.00282385182260968,0.000367371109060409,0.00011370930983372
2632,-0.000287271144488215,-0.000744025203492189,-0.000921781839342714,-0.000921709309567956,-0.00140089866817084,-0.00233133193158727,-0.0025392266615587,-0.00288450041832754,-0.00302121055160432,-0.00298457918736105,-0.00281809904166661,-0.00292434614252419,-0.00296306786214639,-0.00325843054689883,-0.00331470406425229,-0.0032899701490156,-0.00314914276569698,-0.00329561289514977,-0.00363079867219417,-0.00364321531543263,-0.00382407727439425,-0.00399629379311231,-0.00414680499671405,-0.00410768844866278,-0.00410295428613856,-0.00428453725360852,-0.00702305256528346,-0.000549361342778465,0.00267574581228455,0.00241452107634401
2630,0.00178155148891848,0.00135761052572302,0.00114952898466753,0.00116470719307623,0.000694831115881934,-0.00020969354324098,-0.000421758308090956,-0.000757250932983437,-0.000882854418842234,-0.00084332794171357,-0.000673805625139134,-0.000781922791611166,-0.000863503003524089,-0.00111918176745396,-0.00117503135445014,-0.00121543459950188,-0.0010864737007597,-0.0011996094763725,-0.00149817502791494,-0.00153219603991805,-0.00171855956042408,-0.00189832898290761,-0.00202189989738787,-0.00204316723016006,-0.00200913629466787,-0.00221902522274352,-0.00501415637526825,0.0014260975881359,0.00470346818190757,0.0044321129348201
2628,0.00280564232161181,0.00244814674312312,0.00217851848938337,0.00220275287635556,0.00178913692154242,0.000922289669189435,0.000634843562302367,0.000331604643272374,0.000233739214653134,0.000278180800167226,0.000418658390969618,0.000360691720689199,0.000197481011376693,-2.34519549106428E-06,-4.4685870072432E-05,-0.000161396601347208,1.72000243612226E-05,-9.97712901270561E-05,-0.000397830777756612,-0.000423297598702804,-0.000587337902404413,-0.000762220653167195,-0.00089960527009739,-0.000999328766872743,-0.000921678201927499,-0.00115709602969661,-0.00399835429152516,0.00240918033118802,0.00573814991093591,0.00547120773950725
2626,0.00263078082798185,0.00233694112273483,0.00199405278091746,0.00202130091270541,0.001694179885051,0.000861856670179358,0.000459235985470737,0.000201577265715724,0.000126580943074734,0.000177742860763997,0.000279145580267998,0.00029658552355356,5.42497810040268E-05,-9.08617404737238E-05,-0.000124574276357203,-0.000267857180561137,-1.49738303043768E-05,-0.0001724201004485,-0.000510318492159854,-0.00051461593311855,-0.000636899859403988,-0.000795861543234783,-0.000968599303387258,-0.00110181568970694,-0.0010329361717998,-0.00123828101483365,-0.0041162130677251,0.00224696681520293,0.00561159599922061,0.00536500347837049
2624,0.00159389100609455,0.00131354488093729,0.000939537438865119,0.000974709994404345,0.000706183094205078,-7.26722193427926E-05,-0.000577412865951241,-0.000787769616553601,-0.000870930810348891,-0.000801835336653477,-0.000749960744426819,-0.000644943376396097,-0.000935898704230431,-0.00103877804017704,-0.00108779247420785,-0.00118973284527258,-0.000896868515869738,-0.00109280410322731,-0.00148617254892714,-0.00146832947193856,-0.00156226587229928,-0.00170849464826691,-0.00191525918387362,-0.00200722017709618,-0.00201233844400329,-0.00214766251639672,-0.00503811498018872,0.00129228159895802,0.00465695501416711,0.0044264055552255
