Wavenumbercm-1,0.00e+00 M,1.30e+01 M,8.68e+00 M,6.51e+00 M,5.21e+00 M,4.34e+00 M,3.47e+00 M,2.60e+00 M,0.00e+00 M
2934,-0.00057922347784836,-0.00011017735192700765,-0.0012895173548445999,-0.002032474518897933,-0.0024500280122512,-0.0031995896689248,-0.003939968684926367,-0.0044140684117602,-0.00031157291588702473
2932,-0.0005468243856428599,-0.00019081789878254164,-0.00131033197886845,-0.0020688759313463334,-0.0025053750007561666,-0.003263090540391867,-0.0040208834378493334,-0.004512792576154333,-0.0004507060050274001
2930,-0.00051910472897436,-0.000266400870487875,-0.0013186297025467,-0.0020797436560731,-0.0025758392409580668,-0.0032880912408286,-0.004099792739028267,-0.0045983876828281,-0.0005479613975170501
2928,-0.00050296081891886,-0.00035679532397695,-0.00133905587652695,-0.0021136967969392,-0.002640824653670333,-0.0033100268618078,-0.004166540365693233,-0.0046621511366074,-0.0006195427899873001
2926,-0.00049608785925304,-0.0004542629614835168,-0.00137982332075805,-0.0021761653457434667,-0.0026784767589053,-0.0033769456758329336,-0.004210404905113766,-0.004707931913945467,-0.0007091139550975003
2924,-0.0004882006662964,-0.0005237772058921499,-0.00141887968428935,-0.002209765982383,-0.0026962466362464334,-0.0034716964313646665,-0.004225998564997766,-0.004737536587193867,-0.00083492012408795
2922,-0.0004670866785346468,-0.0005285639642174835,-0.0014061248358002,-0.002160858081133,-0.0026923149631535997,-0.0035020659738986336,-0.0041944500623799005,-0.004730599697475334,-0.0009671692027823002
2920,-0.0004309841647723367,-0.000461050915787675,-0.00132757699885905,-0.002063759660251833,-0.002653923936270066,-0.0034212932267069004,-0.0041142030596527665,-0.004677978233160866,-0.0010717026945385
2918,-0.0003960200084383766,-0.000340780979077275,-0.0012325754354376999,-0.0019969094008428,-0.0025856153583462666,-0.0032895779098523668,-0.004016707804077767,-0.004600441447784399,-0.0011417953825041999
2916,-0.00038379462316839673,-0.000185776424279675,-0.0011513445179171002,-0.0019596081048162332,-0.0024871332418646666,-0.0031609952805766,-0.0039117677133884,-0.004499009077277,-0.0011699408916896002
