Wavenumbercm-1,0.00e+00 M,1.30e+01 M,8.68e+00 M,6.51e+00 M,5.21e+00 M,4.34e+00 M,3.47e+00 M,2.60e+00 M,0.00e+00 M
2524,-0.00071364618484336,-0.0021507202053514998,-0.0022651695561385,-0.0023364178188070663,-0.0023467670406139667,-0.0025543510015864,-0.0029304803101881,-0.0031409685416557663,0.0005938149331710749
2522,-0.00070949926378864,-0.0021497289622302,-0.0022560613711404,-0.002320891272699433,-0.002327142013066,-0.0025385106625213003,-0.0029005592713172,-0.0031195458659398667,0.0005660726322753
2520,-0.0007125005337997,-0.002154814857110275,-0.0022271355900672,-0.0023071099892706002,-0.0022873313085063998,-0.002520331724859833,-0.002859918810119133,-0.0030787238589089333,0.0005555977161138751
2518,-0.0007187093136351199,-0.002163401021524525,-0.00220315816451135,-0.0023026388845051,-0.0022549201775533003,-0.00250508694131,-0.0028289992990353334,-0.0030457492429816,0.0005730041776876501
2516,-0.0007207260242934799,-0.0021864183706902,-0.00221373874624585,-0.0023176224214162,-0.0022531164282988004,-0.0025198694998025332,-0.0028383931332599337,-0.0030490351693728004,0.0005873066320450749
2514,-0.00071942605240716,-0.002201368620833425,-0.00223320425404215,-0.0023156218876517333,-0.0022514231650868663,-0.0025430496909678666,-0.0028644936425861332,-0.003056711368945867,0.000590658042947475
2512,-0.00072453004690774,-0.0021807144660701,-0.00222324620055155,-0.0022640938237097,-0.002216109279432133,-0.002528473082125033,-0.002861564953802033,-0.0030229882764722335,0.000621740389318575
2510,-0.00073768875637426,-0.002147897411747675,-0.00220243839780515,-0.0022097780647409,-0.002174789986730333,-0.002487387810212433,-0.0028350337248314664,-0.0029695266470838332,0.000690744979876
2508,-0.00074675638935702,-0.002141268487366275,-0.0022088860438046,-0.0022199656121908,-0.0021722730901578,-0.0024710823369951,-0.0028205996719459663,-0.0029517661559548005,0.00074606048847625
2506,-0.0007445731076721199,-0.0021452115005019,-0.00222643023387645,-0.0022711359724997666,-0.0021942519504572996,-0.0024844676088018,-0.0028152899661874667,-0.002967178223610667,0.0007571101299319
2504,-0.00074054096512956,-0.002126639913684575,-0.0022187162647771498,-0.0022860891588048333,-0.0022003618005867667,-0.0024922589190629666,-0.0027970742968108663,-0.0029706665953501666,0.00076569385251425
2502,-0.0007448947665246801,-0.002112497590918575,-0.0022052135965391,-0.0022601092992473666,-0.002202495195864667,-0.002494920936838767,-0.0027876656537285,-0.002961552715269,0.0008102513230951999
2500,-0.00075354137321456,-0.002150462766474075,-0.0022282053887687997,-0.0022549367243467665,-0.0022390346829086,-0.0025195610881209337,-0.002820307640461633,-0.0029775423940953667,0.00085878687485455
2498,-0.0007589049733246801,-0.002210333879837975,-0.00226713105876155,-0.002277242253091767,-0.0022923637362348335,-0.0025468527844912333,-0.002863186881890333,-0.0030129917924929333,0.0008679512792513749
2496,-0.0007638487149210199,-0.002212626044194175,-0.0022645449315526,-0.0022673834987845,-0.002307025486793933,-0.002530892910781867,-0.0028526066871065667,-0.0030226327457269,0.0008543422189533999
2494,-0.00077307522141418,-0.002151752101516575,-0.0022230946503342,-0.0022168930427820667,-0.002280525328805466,-0.0024865641175104668,-0.0027941486914432336,-0.003002055846124766,0.0008568050793272499
2492,-0.00078164267261504,-0.00210521086155925,-0.00220137368231405,-0.002196558735604433,-0.0022658019676095,-0.002476191541872,-0.0027592595006347667,-0.0029915801447052332,0.0008743322505093249
2490,-0.0007837782324635001,-0.002116485586406225,-0.00222269684483215,-0.002245284302642533,-0.002287212194089367,-0.0025123786392828,-0.0027842595518870667,-0.0030029931009813,0.0008867061202408497
2488,-0.00078308693951432,-0.00215089831694885,-0.0022586394825296003,-0.0023165602272475667,-0.0023191198526366333,-0.002552448659311733,-0.002838435624396167,-0.0030127736779409337,0.000892311639629225
2486,-0.0007835022319602,-0.00217499059806705,-0.0022937307475497503,-0.002359659327740767,-0.0023444791978137,-0.0025828976258233335,-0.0028875818499378998,-0.0030222322091626665,0.0008853748381300749
2484,-0.00078086152920706,-0.002200154992667025,-0.002333508617518,-0.0023796183107151667,-0.0023699015076642338,-0.0026250019570495664,-0.0029229161877275998,-0.0030495884890527,0.0008442692538587751
2482,-0.00077451533085596,-0.002228987367369225,-0.0023532912318762504,-0.0023899465148395,-0.0023811032404239332,-0.0026567045028565335,-0.002928868953570567,-0.0030659992124030667,0.0007840124167704998
2480,-0.00077549971956508,-0.0022299504927328503,-0.0023125393697935002,-0.0023743211942458668,-0.0023464501119641336,-0.002618874288147966,-0.0028874937264387,-0.0030187113963543,0.000768419996413825
2478,-0.0007898320488262001,-0.0021925336322374004,-0.00222710033892515,-0.0023270631491422336,-0.0022735253340635335,-0.0025145155389250666,-0.0028208622139628335,-0.0029224125277932003,0.0008239596006942252
2476,-0.0008043816751667598,-0.002150280647844425,-0.0021634471010068502,-0.0022744311063866,-0.0022091005407474,-0.0024221950474822666,-0.0027736342904981664,-0.002852890131317934,0.0008904856760424003
2474,-0.00080389480395272,-0.002126415922453375,-0.0021504717745704496,-0.0022291097822827667,-0.0021755190594897667,-0.0023892253368992997,-0.002750140018557567,-0.002840934751570167,0.0009050192242556249
2472,-0.0007923336530012402,-0.00210610463146455,-0.0021537366598407,-0.0021743617336451334,-0.0021542056799754333,-0.0023831178719884,-0.0027188608807629,-0.0028442711222884,0.000883879898279425
2470,-0.0007835983493128,-0.0020805214551886,-0.0021458079580815,-0.0021147004969852665,-0.002135124516962033,-0.0023689829793718665,-0.0026780169694841337,-0.0028345197798877665,0.0008739705564800499
2468,-0.0007806772112368199,-0.0020680610722814997,-0.00214397466366465,-0.002089248628142633,-0.0021333517557412,-0.002362827419005733,-0.002662921337895133,-0.0028371183803369998,0.0008753873421595001
2466,-0.0007787870710825199,-0.00206980832869435,-0.0021590412863585,-0.0021083034847961,-0.0021484705269275,-0.002378645761521,-0.0026831084358373996,-0.0028635454288641667,0.0008691334612030251
2464,-0.00078041919831804,-0.002051997537158025,-0.0021583556926066,-0.002124356801773,-0.0021522954596721665,-0.0023857692138725666,-0.0027027655297988,-0.0028753549285711333,0.000873048088930025
2462,-0.0007905385469388201,-0.0020009611235762,-0.0021102050699285,-0.0020973893400210333,-0.0021298031980560334,-0.0023575121288677667,-0.002691879834163233,-0.0028469352067890335,0.00090735936064385
2460,-0.0008024104170055,-0.001958429698944525,-0.00203757189017235,-0.0020536357128418336,-0.0021006932966774,-0.0023191870725505002,-0.0026588221953591333,-0.0028104963436273336,0.0009402939298071749
2458,-0.0008043315792385999,-0.0019716693216957,-0.00200074012121985,-0.002047903929361667,-0.0020907873224935334,-0.0023123769610729,-0.0026277466299901003,-0.0028053477201487333,0.0009299634435108498
2456,-0.0007968538272807399,-0.00203312088371865,-0.0020356712674727,-0.0020918507966964334,-0.0021067098069002337,-0.002342939720427733,-0.0026153684093955,-0.0028238131192554,0.000892489036880075
2454,-0.0007902033041185001,-0.002092736438683725,-0.0021204829291397997,-0.0021465140722098336,-0.002139845279126333,-0.0023876297815135666,-0.0026296587092548337,-0.0028355121588896,0.0008743876697460749
2452,-0.0007885890906513199,-0.0021143349880865248,-0.0021965500410762,-0.0021721743106686664,-0.0021714816843864666,-0.0024247638305736666,-0.0026612263384171333,-0.0028301372527369333,0.0008835388642177001
2450,-0.0007891616879662202,-0.002104003829423625,-0.0022229087900279,-0.0021675503619473665,-0.0021802921992269,-0.002442270730600833,-0.0026825078720016,-0.0028145955021648336,0.0008991711777331249
2448,-0.0007919021959708799,-0.0020925954026984753,-0.00221049455772325,-0.0021624332785358997,-0.0021670008990584667,-0.0024377679073581,-0.0026826015400408,-0.002797110532639133,0.0009227762265783999
2446,-0.00079786730157202,-0.002101248561212175,-0.00219622489338145,-0.0021788156085121,-0.0021602925658999,-0.0024234978917203,-0.0026863005522899,-0.0027901658961339997,0.0009647504449860251
2444,-0.00080189950035738,-0.00211962976078205,-0.00219050095262835,-0.0022015778711367002,-0.0021756135711257663,-0.002413494912305233,-0.0027096079161042,-0.0028029507851768665,0.001003849548447225
2442,-0.0007998230552361801,-0.0021189071896666,-0.0021740570316781003,-0.0021968965268464335,-0.0021864163194206,-0.0024036548855126,-0.0027222029122615336,-0.0028202885605523,0.00101293169389595
2440,-0.0007986934236988999,-0.00209072815815215,-0.0021471523967346,-0.0021611822146185,-0.0021647994882493665,-0.0023843611869652334,-0.002693198739665,-0.0028161811285718,0.0010066725122400999
2438,-0.0008080867990978801,-0.00205898259974715,-0.00213875291341705,-0.002127239115183233,-0.0021258442432099,-0.0023615569285484997,-0.0026433776694541667,-0.002788047213931833,0.0010211386758307251
2436,-0.00082544530710984,-0.0020408421081902998,-0.00215019298345725,-0.0021102754332727003,-0.0020957632960102667,-0.0023392945952258,-0.002605424576798667,-0.0027500267944946,0.001064364780345625
2434,-0.00084103940903582,-0.0020190691530051997,-0.0021371257573821996,-0.0020825422652357667,-0.0020639808113006998,-0.0022994211844534,-0.0025652695994511665,-0.0027016586219315666,0.0011223650097526
2432,-0.00085227476081156,-0.0019762359176064,-0.002077757773381,-0.002026208251478967,-0.0020119675544947335,-0.002232709483457367,-0.0025002451838833004,-0.0026396836990717,0.0011890286754378
2430,-0.00086173476103708,-0.0019332394759029752,-0.0020170872408582,-0.0019749676301038664,-0.0019650790845974664,-0.002172536805076233,-0.002444817988128367,-0.0025898860137966,0.0012534944329859999
2428,-0.0008668679769530001,-0.001921609626969775,-0.00200521303194845,-0.0019660541731049,-0.0019633360274447,-0.0021562634462098337,-0.0024511225935611,-0.0025832628460366667,0.0012850521854315
2426,-0.0008638262944496199,-0.00193613452182295,-0.00202895855776035,-0.0019832719732663,-0.0019970696521832334,-0.0021699497705585,-0.0025045132790327664,-0.002608937292092167,0.001267856162964925
2424,-0.0008566623552185001,-0.00195030133697955,-0.00204658318942,-0.0019924928958780334,-0.002024445432424633,-0.002177292288311133,-0.002546469700848467,-0.0026352541966629998,0.0012257699509547748
2422,-0.00085119653022388,-0.0019604861128720502,-0.0020534218068769,-0.0020032018779080666,-0.0020376129212733665,-0.0021823512991310996,-0.0025629128648686334,-0.002663055429751033,0.001184484343662625
2420,-0.0008444218502751601,-0.00197885146387,-0.00206696112680225,-0.002044721169000567,-0.0020595331626,-0.002211134139623467,-0.0025826564031692003,-0.0027071379286669334,0.001139357076970225
2418,-0.00083141569521416,-0.0019997667070510497,-0.0020806688305148504,-0.002105070784689,-0.0020884757028596,-0.002249114683326867,-0.0026046498884385997,-0.0027429018446170996,0.00108814427319955
2416,-0.0008180539245871001,-0.002010515554156375,-0.0020810254770796,-0.002143597988628367,-0.002098559805357833,-0.002255014277715133,-0.0025985305055293666,-0.002731609101530466,0.001060311806463325
2414,-0.00081556821159636,-0.0020210343015682,-0.00208273173177305,-0.0021479607513407665,-0.002087523868132633,-0.002226477983399,-0.0025690585235404666,-0.0026880997205988998,0.0010808645375628752
2412,-0.00082562122115104,-0.00204563608387765,-0.0020996608548165,-0.0021338709145813668,-0.0020750784949918333,-0.0021976300391014334,-0.0025506140240534668,-0.0026615885191638,0.00113573308418295
2410,-0.00084046597595348,-0.0020679531616604498,-0.0021068204341728,-0.0021063809214517666,-0.0020614877959558,-0.0021790304301617667,-0.0025417130404082,-0.002654886958446567,0.0012008024116718747
2408,-0.0008541192202500801,-0.002061994179723725,-0.0020782483011977503,-0.0020663118964735334,-0.0020341145733367,-0.0021551368333643,-0.0025116484413386336,-0.002628416271996267,0.001270304895819725
2406,-0.0008642864510361199,-0.0020365797916559753,-0.0020375909877998997,-0.0020365369237139667,-0.002004282781341533,-0.0021323703606723004,-0.0024669894613454668,-0.0025787664541127003,0.0013326762297466
2404,-0.00086840292033552,-0.0020209695499528997,-0.0020228066138400502,-0.0020344998801252,-0.0019905984888645666,-0.0021316807406534665,-0.0024437132329639334,-0.0025424777649514,0.001360504460123325
2402,-0.0008672727282310201,-0.002018159393508775,-0.0020276204339585,-0.0020375374136973,-0.0019803498629887,-0.0021414494208707334,-0.0024384720085866333,-0.0025241997771203333,0.001352668841523375
2400,-0.0008679162585885,-0.0020130912090713503,-0.002028536359185,-0.0020219679009365666,-0.001957253374767,-0.0021363891467788667,-0.002418288381075967,-0.0024967319433956002,0.001344704531769925
2398,-0.00087452599610062,-0.0020144079628625997,-0.0020404535022705,-0.0020132123822906335,-0.0019485762212488667,-0.0021339811118249665,-0.0023936625694126,-0.002472593685636067,0.001353631742874825
2396,-0.00088125824810638,-0.002044800345600575,-0.0020900986863124,-0.0020479313700348,-0.0019894242626561,-0.0021722322860523,-0.0024101295810362664,-0.0024975359602911,0.0013549573017963999
2394,-0.0008811611361335999,-0.0020961261052610002,-0.00215522563988025,-0.0021075156948620333,-0.0020546699883443333,-0.0022354406383084005,-0.0024654082693626998,-0.0025626635098340666,0.00133546710540405
2392,-0.0008768620386045998,-0.0021322886086386755,-0.0021850590562871,-0.002139530941633333,-0.0020825793674356,-0.002260724151574,-0.0025015615473235665,-0.0025960813526965665,0.00132286484257855
2390,-0.0008763166257124399,-0.00213601700248535,-0.0021691446510998,-0.002127135865851433,-0.0020553205745213,-0.0022192590825699664,-0.0024843269417114664,-0.0025573383917993665,0.0013429008683454498
2388,-0.0008843120390804,-0.0021230999929611,-0.0021387751359435003,-0.0020901589971744333,-0.002001421488508233,-0.0021367260511832,-0.002429064627049333,-0.002473116299387067,0.0013958626364204
2386,-0.0009029488750767201,-0.002113803019338525,-0.0021133448920606,-0.0020384265824714668,-0.0019295240186129334,-0.0020345139078584667,-0.002347230700078133,-0.0023653102005431665,0.0014903566171156999
2384,-0.0009319538702588601,-0.002119300495827475,-0.0020934723652175496,-0.0019778235788350334,-0.0018224646476428668,-0.001910447792953267,-0.0022343310298512,-0.0022173717751231333,0.001640229851120275
2382,-0.00096370760039568,-0.00214917206921115,-0.0020940773797425,-0.0019426716133444666,-0.0016908792414605668,-0.0017779673099867002,-0.0021145741726252333,-0.0020325710044069665,0.00181059540185705
2380,-0.00098874644488778,-0.00219961191953335,-0.0021305294355112997,-0.001958591260095233,-0.0015651215752323002,-0.0016577297687909332,-0.0020242536667704,-0.0018476400716910667,0.0019396788496708248
2378,-0.001013696996578,-0.002235909748667075,-0.0021715920391055,-0.001975978559926667,-0.0014235223586322333,-0.001513489709244,-0.0019294299269582333,-0.0016478135446457,0.0020532085428603
2376,-0.00106153684095686,-0.0022181812643585,-0.00215562502222895,-0.001903622120953,-0.0011940519249909335,-0.0012606323406209334,-0.0017308356511233668,-0.0013380491522750001,0.002281964538008175
2374,-0.00113956193893824,-0.0021548470503442,-0.00207284199596,-0.0017316572589307,-0.0008676476449793668,-0.0008872433640289334,-0.0014057228624676,-0.0008757287439320333,0.002685140214550925
2372,-0.00121702007442474,-0.002103056532546975,-0.0019910811057846003,-0.0015640297395776,-0.0005557192103153334,-0.0005181704102985334,-0.0010905222472331333,-0.0003900771550001667,0.003112054829268675
2370,-0.00125752324247856,-0.002099253580309225,-0.001968138546162,-0.0014844892716037999,-0.00036596840726433325,-0.0002834364054048333,-0.0009329795887651333,-6.054003360912229e-05,0.0033640202326904248
2368,-0.0012659973051274598,-0.0021186842340157,-0.0019782561047632,-0.0014531608199790998,-0.0002651785525618334,-0.00016136487736856668,-0.0009006403272321333,0.00010707053776066665,0.0034514330314455253
2366,-0.00127404335018496,-0.00211943722314275,-0.0019626469701944,-0.0013958788942527,-0.00014838007656873325,-3.920711481836667e-05,-0.0008443727740507333,0.0002556381560937333,0.003531379976446
2364,-0.0012887845979037802,-0.00208874340792415,-0.0019092561080182,-0.0013199814288170667,4.929999715133319e-06,0.00011672219499176663,-0.0007098206664094666,0.00044448968647437773,0.0036415917479500504
2362,-0.00129166302335918,-0.002034881670706175,-0.0018481373191038,-0.0012710194352983,0.0001317621049855,0.00024735644430056667,-0.0005700225870751667,0.0005867023138091501,0.003687786815514125
2360,-0.0012778963107171,-0.0019778588523567,-0.0018109658614457501,-0.0012527039003020334,0.0001874473335018333,0.00030503992790626664,-0.0004950951274436333,0.0006088628107195389,0.003645850630393125
2358,-0.00125817052511616,-0.00195257447109785,-0.0018187702080007502,-0.0012606849254528667,0.00015066773151463332,0.00026604032443099996,-0.0005130291373603666,0.000518975544738711,0.0035679943943935253
2356,-0.0012304391628653398,-0.00197556805949055,-0.0018674714109557001,-0.0013206788670979332,-1.5332169605566704e-05,9.164760569219995e-05,-0.0006539176559188,0.00031593904372343335,0.0034335051962444
2354,-0.00118967507560612,-0.00201416117946455,-0.0019177772993539,-0.0014296031460629334,-0.00029471359810496664,-0.0002029705889984333,-0.0009009962554059666,-3.0158259335720614e-06,0.0032051708036382
2352,-0.0011533165038488198,-0.002037607234660375,-0.00194457700940015,-0.0015348988978052666,-0.0005733767872877667,-0.0004975450578353333,-0.0011472302635166332,-0.00034749504339960554,0.0029749665077523748
2350,-0.0011429823654825599,-0.00206923689250465,-0.0019760691186886,-0.0016101786564845998,-0.0007474146659815999,-0.0006784103186955832,-0.0012979605045986334,-0.0005866502341891666,0.00286974902021245
2348,-0.00115920191167386,-0.0021431888767889,-0.0020447606224509502,-0.0016715438909175667,-0.0007947419908743333,-0.0007199166025907778,-0.0013389248371437335,-0.0006544063080481001,0.002909109650346275
2346,-0.00118749137515276,-0.0022466476823266002,-0.00213107820057315,-0.0017239147303434333,-0.0007403076051293667,-0.0006542192540867114,-0.0012971470023893,-0.0005645260328372667,0.0030257434528835996
2344,-0.00121312619231338,-0.0023235006015483502,-0.0021759776841440504,-0.0017434379802767,-0.0006347448668891,-0.0005477715579919,-0.0012163766727746666,-0.0004081783319287723,0.003134821294114325
2342,-0.00122475132861222,-0.0023442092707574,-0.00216534225343165,-0.0017302408276914667,-0.0005635828734591999,-0.0004975816172810666,-0.0011730956580865998,-0.00033676806472147225,0.003163983375935
2340,-0.0012143910912700202,-0.0023456872415733004,-0.00216227164275835,-0.0017330555761149666,-0.0005913850721711334,-0.000558634728813,-0.0012303170148615999,-0.0004302876662167,0.0030816020522765747
2338,-0.00118829738755218,-0.002357643087884,-0.0022001255747476998,-0.0017666699588430332,-0.0006767260372163667,-0.0006661322903805666,-0.0013420308010336998,-0.0005879466497109,0.0029459919931829753
2336,-0.00117344577386474,-0.002355396001122175,-0.00222604998801815,-0.0017713105289510998,-0.0007088585274158667,-0.0006939598608435611,-0.0013764543223410333,-0.0006311660429108667,0.0028985704714301497
2334,-0.00119256608009964,-0.002314849031063125,-0.0021874782663560003,-0.0017012022782294668,-0.0006355206241077666,-0.0005930049034145332,-0.0012645275481048667,-0.0004980462090402667,0.003028638616065675
2332,-0.0012292659504706,-0.002255263120607175,-0.00210878615983405,-0.0016033446446582667,-0.000528894189929,-0.00045448617768066666,-0.0010970295639738,-0.0003180635129401833,0.0032297674616776004
2330,-0.00124235248787152,-0.0022052859336664753,-0.00204850194929455,-0.0015612093478156333,-0.0005016412818668001,-0.0004109395773827,-0.0010244692956591,-0.0002693091186172611,0.003295757080785675
2328,-0.00121654780621028,-0.00216678070783145,-0.00202528903315845,-0.0015944404566064334,-0.0005846581435176667,-0.0004978437844879,-0.0010900173637004,-0.00039258525019313334,0.003162686787467275
2326,-0.00117633053792996,-0.002127147665436925,-0.0020151115045961,-0.0016506741774887001,-0.0007147216460309334,-0.0006399409005799334,-0.0012095959121814666,-0.0005822589770027334,0.00296065743165315
2324,-0.0011497857350405,-0.0020788977128392253,-0.00199067841558105,-0.0016720292360794334,-0.0008169817597416668,-0.0007497057498462,-0.0012903478853722667,-0.0007283968758234333,0.0028314296327818
2322,-0.0011401846060368,-0.0020219195049522498,-0.00194517888793565,-0.0016450806373963,-0.0008705193303358722,-0.0008082774653411,-0.0013218028138685999,-0.0008182391710585333,0.002786312694375825
2320,-0.00113752961606826,-0.0019684229285151502,-0.0018946442464881,-0.0016011313740696002,-0.0009021761574056,-0.0008546201545552665,-0.0013523042398602,-0.0009001214475118334,0.002762280432463875
2318,-0.0011396754189921,-0.0019421530294914248,-0.00186240102802755,-0.0015814634152771,-0.0009408445454625334,-0.0009195716437402666,-0.0014093646548471335,-0.0009928868038900666,0.0027417839064180754
2316,-0.00115045657133308,-0.001947413102660725,-0.00184629689896175,-0.0015906904941454334,-0.0009845079648644667,-0.0009856933788521,-0.0014635710462745002,-0.0010633420423163,0.0027611021573472
2314,-0.00116802551733178,-0.0019531838702745,-0.00181598790428995,-0.0015934453269719666,-0.0010125466624699667,-0.0010182923451497333,-0.0014702909006836,-0.0010831747464740335,0.0028348714622343
2312,-0.0011860748240508999,-0.0019325804866227748,-0.001759764450698,-0.0015667745739608666,-0.0010223295133106,-0.001018343966023,-0.0014269164551575664,-0.0010711078015954,0.00292933584731435
2310,-0.0011986111520278999,-0.0019036733475913752,-0.0017155306148512002,-0.0015412976507147003,-0.0010452607081820667,-0.0010332775912696333,-0.0013886001116557,-0.0010817511839921999,0.0029875801790914753
2308,-0.0011999337615412001,-0.0019013199266761,-0.001725467697451,-0.0015654665231078998,-0.0011162139893580666,-0.0011100766163661,-0.0014213879786183,-0.0011620301861468,0.0029679743763347498
2306,-0.0011891794349033799,-0.0019188729590967997,-0.00177455603361335,-0.0016351941788697666,-0.0012298510282418666,-0.0012423161220505,-0.0015332557229276334,-0.0013114950490417,0.0028855188850152
2304,-0.00117770662984366,-0.001918152674406425,-0.0018111951427465,-0.0016956325709180668,-0.0013442394007220665,-0.0013775125653345665,-0.0016656368706724333,-0.0014829241772694,0.0028184145238889
2302,-0.00118116487278374,-0.0018879402411809752,-0.0018130109541787,-0.0017101447780727668,-0.0014268581146761,-0.0014723717824421,-0.0017556386777909667,-0.0016245225497280667,0.0028391973811071995
2300,-0.0011978380021041997,-0.001855186066648425,-0.00179673236049525,-0.0016968555421300333,-0.0014853115359566335,-0.0015334613918903666,-0.0018009654769140333,-0.0017315936778892667,0.002919699868061625
2298,-0.00120471221690686,-0.001836846943786925,-0.0017706023249674501,-0.0016876184810235,-0.0015464214912822667,-0.0015986594797868668,-0.0018507547226561001,-0.0018470401509660002,0.0029413924958006247
2296,-0.00118022323969974,-0.001819641978945,-0.00172688906949355,-0.0016861681295225002,-0.0016214424937862667,-0.0016898656712756334,-0.0019419732471081333,-0.0020034631305246,0.00281017551881565
2294,-0.00112430495407098,-0.001797061309951075,-0.0016894328593391999,-0.0016884239806296,-0.0017046420525900668,-0.0017944521787036,-0.0020654180561211666,-0.0021773660001403335,0.0025371376816248747
2292,-0.00105438162173032,-0.0017837746594311999,-0.00170317255430395,-0.0017058003416598334,-0.0017843723668877667,-0.0018802090986193667,-0.002181896623005567,-0.0023080423421348332,0.00221343957228875
2290,-0.0009901131966451198,-0.00177922397500045,-0.00175265424367585,-0.0017373770966019333,-0.0018390626611142667,-0.0019214698552242667,-0.0022503174763009665,-0.0023534235617948995,0.0019380891350056248
2288,-0.0009494525723851999,-0.0017699742635372748,-0.0017711381701297998,-0.0017590807492057665,-0.0018463553925551332,-0.0019190538633408333,-0.002243906869265433,-0.0023163803051830002,0.0017884195694349253
2286,-0.00094487104900974,-0.001770094840500125,-0.0017426497307536,-0.0017602280430831334,-0.001809542921930667,-0.0018957421440266,-0.0021650682954316666,-0.0022312150125021334,0.0017982061760174251
2284,-0.0009701364222413601,-0.0018053020972887,-0.00172478005492735,-0.0017558754340143,-0.0017561318953742,-0.0018670389343303333,-0.002050578247995,-0.0021390186036119,0.001920089009229175
2282,-0.00100392550121472,-0.0018590806445718,-0.00175894524472085,-0.0017543186419425665,-0.0017036633015534333,-0.0018213392873873667,-0.0019445611054206668,-0.002064785564643266,0.002064232801319275
2280,-0.0010330636015367799,-0.001879464791821225,-0.0018134861381273,-0.0017439988643199666,-0.0016490996533342333,-0.0017425862341800332,-0.0018668792216794666,-0.0020085824893662668,0.00219129361673995
2278,-0.00106020015586006,-0.0018445896625426,-0.00183385225509375,-0.0017206375408067333,-0.0015951708259089002,-0.0016460517144072,-0.0018132556150900001,-0.0019545003375298665,0.0023201825636863004
2276,-0.0010871662467197,-0.00178465366646,-0.00181001126828255,-0.0016943727528271,-0.0015563519474424334,-0.0015646585855369332,-0.001771702203882167,-0.0018854366246874334,0.0024522338136414752
2274,-0.0011068282387361,-0.0017322616069155498,-0.0017661074988149,-0.0016598342219650332,-0.0015285033992447333,-0.0015021046634333,-0.0017299262168355668,-0.0017953157530594,0.002555938496471925
2272,-0.00111755637487906,-0.001699270096986025,-0.0017194927211987999,-0.0016015294915347,-0.0014868457775097002,-0.0014392027463245999,-0.0016792554072358335,-0.0017013536765025001,0.0026297343048754503
2270,-0.0011320582844955597,-0.001698168317288975,-0.0016752672055589499,-0.0015326707852406334,-0.0014217535881541332,-0.0013749382205363,-0.001618213613636733,-0.0016357851741828331,0.0027211666884756998
2268,-0.00116594569723438,-0.001727035572302425,-0.0016278947498097498,-0.0014810766987446,-0.0013440038185804333,-0.0013181665454531334,-0.0015433530829232665,-0.001600847216726567,0.002888075587862125
2266,-0.00123073538723166,-0.001739688559457375,-0.00155514284246725,-0.0014357986389067665,-0.0012511165440971335,-0.0012518042047815333,-0.0014422479533817666,-0.0015481779672198998,0.00319862277974975
2264,-0.0013390296124691401,-0.0016955347666740748,-0.00144781316697135,-0.0013678024955010668,-0.001136495279366067,-0.0011572908138557999,-0.0013177705396044334,-0.0014369067621663666,0.0037363722428080002
2262,-0.00149068594654414,-0.0016354170517887748,-0.00134667454685865,-0.0012973397179409,-0.0010384234641477666,-0.0010658265570434335,-0.0012119475469084,-0.0012980614360825666,0.0044827158892764
2260,-0.0016459492305871601,-0.001623371662031975,-0.0012866324426956,-0.0012593130316869668,-0.0010129596859946,-0.0010160660055219667,-0.0011586733498514664,-0.0011899784410393667,0.005201397390451
2258,-0.0017285516754578002,-0.0015766783325708,-0.0011746995039248,-0.0011683551006268,-0.0010159355459864667,-0.0009366566749734667,-0.0010873955607161331,-0.0010693651218647998,0.005540447164738624
2256,-0.0016647042262811003,-0.0012134763390218499,-0.0007741267219880999,-0.0007814375714404333,-0.0008315468383504333,-0.0006176071300624333,-0.0007951957387597666,-0.0007423115777321002,0.005274412115443075
2254,-0.0014605340755418999,-0.00043056786160181694,-6.468764196631401e-05,-7.217461845633386e-05,-0.00033423928953263334,-3.804214493999893e-05,-0.0002522399688746333,-0.00018151781571063333,0.004541815947258875
2252,-0.0012287881037425,0.000261146073494125,0.00043806238319255003,0.0004138057908802334,0.00010294524487856367,0.00031647634617756664,7.972576275156507e-05,0.00013948941426186666,0.0037099561217513507
2250,-0.00108247228029758,0.0004861798339299483,0.0004856495371374,0.00041842675976163334,0.00023357672425800002,0.0002795443727749333,5.065057804499543e-05,8.380111900895958e-05,0.0030817906398784255
2248,-0.0010440625419,0.00036281639005730814,0.0002818998263193,0.00019973608878596667,0.00018769854044632154,0.00012382281208432797,-8.209230559331636e-05,-5.5950260031638946e-05,0.002767918230333575
2246,-0.0010593213043608,3.863658504966676e-05,-4.476793031231048e-05,-8.833961638213966e-05,1.807768417182794e-05,-8.066633829747315e-05,-0.00026161988707446666,-0.00022668752020046665,0.002651241769043625
2244,-0.0010840643013604,-0.0003805235342855,-0.0004224816041415,-0.0004101804409693333,-0.00023960574944669998,-0.00034693326850166665,-0.0004981491153173333,-0.000462136167829,0.002636461533616125
2242,-0.00110370081645278,-0.0007570489787493001,-0.00074194023817915,-0.0006926697013354333,-0.0004827020789280667,-0.0005891771422606,-0.0007187432492515999,-0.0006934012983246667,0.00268257661331855
2240,-0.00111819727712308,-0.0009805202621198,-0.0009254448936393,-0.0008528060927627999,-0.0006318717092395333,-0.0007112882625767334,-0.0008477886527675666,-0.0008358792805611333,0.002756643257152175
2238,-0.00113283190344032,-0.00105978823019855,-0.0009941333037092,-0.0008903533609771665,-0.0006993781215303667,-0.0007227847013794,-0.0008876073570193999,-0.0008943761235455334,0.002839010263259925
