Wavenumbercm-1,02:32:59,02:36:01,02:39:01,02:42:01,02:45:01,02:48:01,02:51:01,02:54:01,02:57:01,03:00:01,03:03:01,03:06:01,03:09:01,03:12:01,03:15:01,03:18:01,03:21:01,03:24:01,03:27:01,03:30:01,03:33:01,03:36:01,03:39:01,03:42:02,03:45:00,03:48:01,03:51:01,03:54:01,03:57:01,04:00:01,04:03:01,04:06:01,04:09:01
2612,-0.022640636560389,-0.0236803682590683,-0.0244593663033905,-0.0243698738815683,-0.0245023455164028,-0.024386110804395,-0.0221425306873786,-0.0194453890483129,-0.0190457590394222,-0.0187602213133513,-0.0188180082538618,-0.0192328019772207,-0.0188040127981039,-0.0189019344163976,-0.0187149060503052,-0.0182806288843097,-0.0182641465659423,-0.0185608398916989,-0.0189390678289189,-0.0190364958358267,-0.0193143408478545,-0.0194879074969891,-0.0191138533077053,-0.0192490700159975,-0.019619900602113,-0.0196947605837167,-0.0201909427082169,-0.0204912223708303,-0.02086218526377,-0.0191114908478724,-0.0150708630932016,-0.0163096736732048,-0.0163010193118091
2610,-0.0227396500057891,-0.0237472971037053,-0.0246092594223919,-0.0244723990798204,-0.0246106239777725,-0.024457978761008,-0.0222002308157062,-0.0195500652957356,-0.019057929309503,-0.0188347037751636,-0.0189184389067766,-0.0193394230381009,-0.0189483273603922,-0.0190313332983861,-0.0187680453853064,-0.0183513938857973,-0.0183675219563288,-0.0186915537504501,-0.0190530918918192,-0.0191235447041197,-0.019408592965762,-0.0195767668170295,-0.0191996532831316,-0.0193203515231986,-0.0197266013194704,-0.0197773695767119,-0.0202441424643234,-0.0205381613338725,-0.0209501046652087,-0.0191444767011294,-0.0151042420299769,-0.0163391712412094,-0.0163842599342984
2608,-0.0228489055221277,-0.0238336262698493,-0.0246885209286815,-0.024587777125427,-0.0247418352981975,-0.0245450022677441,-0.022233480422666,-0.0196524609352857,-0.0190959603905208,-0.0189195396856005,-0.0190390955864116,-0.0194720528952071,-0.0191348466541549,-0.0191483343306599,-0.0189173996359853,-0.0183931624949162,-0.018489125596371,-0.0188076541433373,-0.0191485147913436,-0.0192167913153911,-0.0194925717333934,-0.0196589404556454,-0.0193070836426097,-0.0193912669290685,-0.0198096868243143,-0.0198398501254754,-0.0203224719092279,-0.0206071312453397,-0.0210549246523562,-0.01921327070236,-0.0152060224970018,-0.0163635843210767,-0.0165308079332403
2606,-0.0228167708165229,-0.0238131422482915,-0.0245771636569309,-0.0245720042989418,-0.0247463608302741,-0.0245476808923393,-0.0221656880003006,-0.0196088417575682,-0.0190804813149877,-0.0188924785260813,-0.0190057449663248,-0.0194838932852927,-0.0191688917673806,-0.0191169145899489,-0.0189969774134049,-0.0183384581347422,-0.0184800737132479,-0.018736959520915,-0.0191089983920787,-0.0191942773630417,-0.0194698717118639,-0.0196183522725406,-0.0193003597428514,-0.0193456497046468,-0.0197696544299261,-0.0197490002422,-0.0202815956070608,-0.0205621087768398,-0.0210479422285973,-0.0191717943945974,-0.0152238454128597,-0.0163217168425025,-0.0165989519903211
2604,-0.0226769009880894,-0.0237070001288201,-0.0243970811522781,-0.0244719934113303,-0.0246481128327536,-0.0244958140111868,-0.0220644870325422,-0.0194551293543449,-0.0190457883652845,-0.0187722370032211,-0.0188523036356553,-0.0193837587701363,-0.0190502310255159,-0.0189819727708335,-0.0189774907543515,-0.0182697132539558,-0.0183573280693052,-0.0185399512752515,-0.0189923478537458,-0.0190992560559512,-0.019385650818913,-0.019513407856369,-0.0192119734747633,-0.0192233796246663,-0.0196472100103847,-0.0195581016287984,-0.0201309147124722,-0.0203934951343131,-0.020937362043416,-0.0190306449407919,-0.0151468340862907,-0.0162907697248855,-0.0165698287978784
2602,-0.0225746526454501,-0.0236349976829488,-0.0243206156833062,-0.024434100398832,-0.0245677927031724,-0.0244521725169756,-0.0220119102905635,-0.0193319553260372,-0.0190549287870743,-0.0186660392083622,-0.0187420643644137,-0.0192807388881765,-0.0189303209919412,-0.0188886384833787,-0.0189335486253176,-0.018292856987882,-0.0182439082006146,-0.0184056279380926,-0.0189243937052053,-0.0190498663430627,-0.0193259717998589,-0.0194653217352827,-0.0191676460617972,-0.0191278591701547,-0.0195462630435362,-0.0194167763158662,-0.0199808503763573,-0.0202100489476194,-0.0208095354928619,-0.0189174943131249,-0.0150879805768263,-0.0163343008534386,-0.016486690707385
2600,-0.022552758658007,-0.0236300220350563,-0.0243299824720374,-0.0244807835426213,-0.0245307089765915,-0.0243988207447641,-0.0219833171938569,-0.0192939163965822,-0.0190642535150177,-0.0186073159818595,-0.0187289816074549,-0.0192106117605249,-0.0188827952647343,-0.0188868652482451,-0.0188814906332431,-0.0183596513759359,-0.0181804223926636,-0.0183954885874554,-0.0189144701195802,-0.0190446591925027,-0.019282424370301,-0.0194670426848228,-0.0191839060304071,-0.0190690047594317,-0.0194877144778252,-0.0193679427376243,-0.0198769476838645,-0.0200827626370664,-0.0206844254382108,-0.0188681634078916,-0.0150963355979176,-0.0163725579867321,-0.0163468031153645
2598,-0.0225365095107376,-0.0236194648000259,-0.0242935805873222,-0.0245026231288418,-0.0244800015909744,-0.024302039003346,-0.0219325157298703,-0.0192933544972439,-0.0189915059575016,-0.0185532275415535,-0.0187383504945756,-0.0191333554400598,-0.0188504213893601,-0.0189127167084881,-0.0187909388359625,-0.0183402641080798,-0.0181176729939317,-0.0184270850372523,-0.0188843261919885,-0.0189883027739998,-0.0192088843538028,-0.019427583529118,-0.0191775308362563,-0.0189960569239698,-0.019424826174658,-0.0193431443263008,-0.019796712302556,-0.0200011952041474,-0.0205389612903373,-0.018806697016719,-0.015110657788696,-0.0163144828794863,-0.0161591661355574
2596,-0.0224910912971427,-0.0235698222838228,-0.0241887918014572,-0.0244420465670757,-0.0244204726950738,-0.0242121806619763,-0.0218948032979446,-0.0192921511937419,-0.0188643661314983,-0.0184987272423781,-0.0187249449444165,-0.0190501638760805,-0.0187888050655467,-0.018910775699737,-0.0186948134089123,-0.0182288164522333,-0.0180429924793892,-0.0184420598575556,-0.018817986259226,-0.0188585698785973,-0.0191319992970172,-0.0193396470858655,-0.0191250544354846,-0.0189202963934755,-0.0193531198096311,-0.0193020956134393,-0.0197522918403747,-0.0199617223238093,-0.0204252497293847,-0.0187162327103047,-0.0150858419290166,-0.0162075985111775,-0.0160085889945502
2594,-0.0224680082596385,-0.0235347755621108,-0.0241066292797653,-0.0243617723324466,-0.0244162312568737,-0.024202453756679,-0.0219194663552236,-0.019289158478068,-0.0187926282439348,-0.0184883703969138,-0.0187152100730201,-0.0190096888367345,-0.0187368310249261,-0.0188815758332143,-0.0186568394233932,-0.018149584020877,-0.0179942674417535,-0.0184541864031309,-0.0187726806346565,-0.018728056522842,-0.0191079352747748,-0.0192756922679828,-0.0190796573744882,-0.0188992807878509,-0.0193134697534519,-0.0192705156296156,-0.0197846213184692,-0.0199950144497665,-0.0204378067457698,-0.0186842453912681,-0.0150513621569065,-0.0161442107898875,-0.0159568756148157
2592,-0.022496325095197,-0.0235491034903476,-0.0240867856822751,-0.0243232881057182,-0.0244663173263602,-0.0242523421952746,-0.0219747042926595,-0.019273151112435,-0.018824118738085,-0.0185283120227721,-0.0187173532335373,-0.0190186448570032,-0.0187288698611254,-0.0188352760736302,-0.018668752460986,-0.0181716657129165,-0.0179758297500347,-0.0184652496751732,-0.0187721380322336,-0.0186513238191317,-0.0191207903105665,-0.019253403683929,-0.0190562731161691,-0.0189311128354877,-0.0193132641792268,-0.0192681891509491,-0.0198759758821891,-0.0200943608978386,-0.0205624975107428,-0.0187562495443698,-0.0150343820522324,-0.0161172457546799,-0.015960101248282
2590,-0.0225242243052358,-0.0235625130266502,-0.024074991597128,-0.0242972174214134,-0.0244881806425384,-0.024269277647878,-0.0219933365665481,-0.019230978956684,-0.018907387982966,-0.0185617813048875,-0.0186960574499954,-0.019025667966435,-0.0187248915577704,-0.0187727524573528,-0.0186695706665196,-0.0182233032969814,-0.0179509956500543,-0.0184449533979817,-0.0187748088646127,-0.0186238609446075,-0.0191020271114635,-0.0192169566551737,-0.019010860926377,-0.0189481040156123,-0.0193156311612585,-0.0192801435337552,-0.0199483075411484,-0.0201855001704127,-0.0206579362840485,-0.0188533649545312,-0.0150119264524087,-0.0160687663957554,-0.0159517662719533
2588,-0.0224837765222536,-0.0235079621610154,-0.0240238617493281,-0.0242232535948202,-0.0244225366488284,-0.0242047655934564,-0.0219558691500949,-0.0191810186194769,-0.0189676687676372,-0.0185351561252538,-0.018631935271853,-0.0189895655791434,-0.0186616636176454,-0.01870066278698,-0.0186314079484084,-0.0181978305935973,-0.0179060107094404,-0.018386710476216,-0.018736602438536,-0.0186278811562256,-0.0190234866425888,-0.0191383585529802,-0.0189255603139676,-0.0189028870125651,-0.0192929937836517,-0.0192881662544406,-0.019946083858103,-0.0201959790085817,-0.0206175614962235,-0.0188731625582742,-0.0149621181190187,-0.0159938642275781,-0.0159211701133559
2586,-0.0223547869169544,-0.0233883196203944,-0.023941968594876,-0.0240986577648394,-0.0242851244236076,-0.0240935485924371,-0.0218727004244224,-0.0191436550599463,-0.0189585041961703,-0.0184513141081746,-0.0185433924568301,-0.0189135644594345,-0.018534682536005,-0.0186248835906742,-0.0185619424614959,-0.0180732221969247,-0.0178583561755282,-0.0183099310510001,-0.0186499168686292,-0.0186448107775148,-0.0189176431393504,-0.0190487105770967,-0.0188294941611987,-0.0188070280641932,-0.0192453197849848,-0.0192781594441942,-0.0198728389233785,-0.0201228798229675,-0.0204813246860396,-0.0188014526676482,-0.0148994750607283,-0.0159073738521357,-0.0158550385543313
2584,-0.0221601253615437,-0.0232688973736166,-0.0238482983320467,-0.0239703154280222,-0.0241277621411213,-0.0239926882719626,-0.0217468224842187,-0.0191019622954095,-0.018867707854475,-0.0183636464430427,-0.0184583484158905,-0.0188228972516324,-0.018407538851544,-0.018545020809685,-0.0184679185185598,-0.0179087794646774,-0.0178116073058849,-0.0182212691504075,-0.0185316793708614,-0.0186405783921452,-0.0188288994124178,-0.0189755453126044,-0.0187415668498258,-0.0187014542303677,-0.0191794507621739,-0.0192342178515427,-0.0197605903541221,-0.0200221612826231,-0.0203528095951215,-0.0186872800076482,-0.014835445062772,-0.0157881718113019,-0.015708254175588
2582,-0.0219554011021563,-0.0232128705983978,-0.0237550437782176,-0.0238759903685388,-0.024004462067349,-0.0239331364414251,-0.0216128410437293,-0.019039837236783,-0.0187312920084861,-0.0183346297114225,-0.0183994749752418,-0.0187472727640831,-0.0183525948889649,-0.0184706751474983,-0.0183772804624235,-0.0177749533067345,-0.0177581502808814,-0.0181258346671631,-0.0184144975661969,-0.0185963207428261,-0.0187791735785254,-0.0189179156166159,-0.0186628618968642,-0.0186312235508099,-0.0191084754637332,-0.0191623633244003,-0.0196481486375986,-0.0199560879117712,-0.0202739364790103,-0.0185711535086489,-0.0147532288943952,-0.0156428475378232,-0.0155067879962594
2580,-0.0218200805821979,-0.0232251199874985,-0.0236901355503283,-0.0238216863952828,-0.0239505860582941,-0.0239165711551769,-0.0215454476557839,-0.0189837898726077,-0.0186138571990274,-0.018367731183149,-0.0183682029418136,-0.0187007257722509,-0.0183780201274022,-0.0184104602224123,-0.018333222881284,-0.0176945437030319,-0.0177051597324526,-0.0180417771222887,-0.0183279810399726,-0.0185336869103962,-0.0187487342338125,-0.0188705936861026,-0.0186067433790107,-0.0186146200012085,-0.01904930217413,-0.0190872732009703,-0.019572293592779,-0.0199450604823494,-0.0202225741996754,-0.0184723115890121,-0.014637768873037,-0.0155392073613722,-0.0153743964396368
2578,-0.0218087287001142,-0.0232449608603339,-0.023676823086954,-0.0238017332678172,-0.0239466683144329,-0.0239210019552644,-0.02157538068078,-0.0189658818961336,-0.0185379517968749,-0.0183817370433702,-0.0183299674659789,-0.0186583888989764,-0.0184143384934751,-0.0183415038457785,-0.0183129556390342,-0.017628157092121,-0.0176523958432945,-0.0179662704428635,-0.0182658089803013,-0.0184670304738935,-0.0186831776197161,-0.0188226678122608,-0.0185776258796642,-0.0186084346192664,-0.0189976468052399,-0.0190016190865394,-0.0195461685037357,-0.0199550304564172,-0.0201890915917998,-0.0184058305170187,-0.0145024216933106,-0.0155063599208939,-0.0153753103300148
2576,-0.021896373081208,-0.0232021498748153,-0.0236936200635105,-0.023815560052612,-0.0239239494646893,-0.0239109051770609,-0.0216433030317161,-0.0189780863554366,-0.0184711273054911,-0.0182996230496334,-0.0182565550653672,-0.018583216229585,-0.0183882207945937,-0.0182360732137492,-0.0182273606134952,-0.0175225282447082,-0.0175708201597834,-0.0178720469270747,-0.018199242416498,-0.0183709122590294,-0.0185601786252085,-0.0187444228875925,-0.0185397490625904,-0.0185441485330279,-0.0189268548188744,-0.0188627225311478,-0.0195536749139413,-0.0199329450944614,-0.0201876027593171,-0.0183758704246361,-0.014380648126024,-0.0154879839256131,-0.0154285980311852
2574,-0.0219871302438063,-0.0230837170259237,-0.0236924420223476,-0.0238467811628571,-0.0238417679388898,-0.0238551990338152,-0.0216684238592255,-0.018983147780521,-0.0183962226228148,-0.0181503443475926,-0.0181758193511869,-0.0184803377658193,-0.0182961160037551,-0.0181164823114415,-0.0180515648715954,-0.0173779913831432,-0.0174394207939857,-0.0177624684773429,-0.0181221953008161,-0.0182338734813967,-0.0184381749344299,-0.0186168864595583,-0.0184550166751098,-0.0184207233748491,-0.0188258848936398,-0.0186689415215594,-0.0195653252029762,-0.0198544990700547,-0.0201932905576637,-0.0183548857047175,-0.0142994210561451,-0.0154426595790061,-0.0154364217819202
2572,-0.0219872457712181,-0.0229355870353188,-0.0236476711497894,-0.0238391645637452,-0.0237350393850142,-0.0237439871545772,-0.0216231656882425,-0.0189416669819792,-0.0183372906916375,-0.0180244606974216,-0.0181232770515985,-0.0183841167369694,-0.0181828978849626,-0.0180329741262302,-0.0178794987832954,-0.0172487612723709,-0.0172831283363284,-0.0176775361954933,-0.0180466939279407,-0.0181029425085373,-0.0183833992132237,-0.0184651858624897,-0.0183358094639429,-0.0183173863378231,-0.0187142647631197,-0.0184897322593082,-0.0195397509468104,-0.0197347190987555,-0.0201358321283348,-0.0182968395367472,-0.0142553697211473,-0.0153990940101362,-0.0153963594313902
2570,-0.0218757206731584,-0.0228050536194317,-0.0235678972557099,-0.0237391541226475,-0.0236648700661463,-0.0236028099087169,-0.0215256221987327,-0.0188272717357691,-0.0183029420916011,-0.0179505063310047,-0.0180686916063586,-0.0182994175502899,-0.018076233344842,-0.0179982914933692,-0.0177973061738766,-0.0171799070722031,-0.0171527441365553,-0.0176308423395925,-0.0179699336814009,-0.0180373617127467,-0.0183765200277802,-0.018341356140019,-0.0182282705139008,-0.0182936122532531,-0.0186152777796669,-0.0183917348686312,-0.0194353363536226,-0.0196069254112056,-0.0199923862322445,-0.0181869324631743,-0.0142207829741593,-0.0153699727613866,-0.0153332849975558
2568,-0.021711947062769,-0.0227049080125073,-0.0234715942019725,-0.0235721680039695,-0.0236482523586721,-0.0234928408322748,-0.0214097201592774,-0.0186577196745347,-0.0182699376700587,-0.0178922738897929,-0.0179709705222136,-0.0182102987111492,-0.0179858073429673,-0.0179945025129685,-0.0177794998929011,-0.0171762807036264,-0.0170844001339962,-0.0175974808670249,-0.0178906369494138,-0.018045845766309,-0.0183616811181126,-0.0182852245945898,-0.018163991593388,-0.01832319293598,-0.018542914242745,-0.0183759152832991,-0.0192615918998342,-0.019508867612444,-0.019842590839595,-0.0180666102839255,-0.0141827232758674,-0.01531088279851,-0.0152253685284947
2566,-0.0215805201735826,-0.0226345559069421,-0.0233730559618555,-0.0234368669681125,-0.0236559572926335,-0.023470056611761,-0.0213205659369596,-0.0185153062117742,-0.0182440808457976,-0.0178518151301155,-0.0178829352811802,-0.0181417702936993,-0.0179384422836166,-0.0180192870736822,-0.0177605479025882,-0.0172253061566001,-0.0170845380656834,-0.017571253344153,-0.0178400182753483,-0.0180924018182574,-0.0183485702634788,-0.018304606871886,-0.0181449979126505,-0.0183461719181652,-0.0185085825044598,-0.0184015105679307,-0.019102771882294,-0.0194679466810191,-0.0197759070176981,-0.0179921332330662,-0.0141621521236376,-0.015215089920344,-0.0150750459534538
2564,-0.0215145782447216,-0.0225956713516978,-0.0232812212767382,-0.0233910398107592,-0.0236473758210056,-0.0235203379165649,-0.0212823251068034,-0.0184770903794847,-0.0182603467150647,-0.0178716867939524,-0.0178961651675412,-0.0181423324505426,-0.0179494380341413,-0.0180637397352333,-0.0177290579596498,-0.0172986311619736,-0.0171224740506368,-0.0175634732474082,-0.0178367772361954,-0.0181274109022476,-0.0183701914690022,-0.0183624691982091,-0.0181422596218594,-0.0183317485704394,-0.0185060767148384,-0.018427382250843,-0.0190353362988223,-0.0194646116659561,-0.0197686972238498,-0.0179637743052975,-0.0141650600664478,-0.0151457859585801,-0.0149602922583602
2562,-0.0214828566012318,-0.022582840278229,-0.0232028672602499,-0.0233870670267707,-0.0235969299309212,-0.023566317417481,-0.021261809453613,-0.0185234466740964,-0.0183001221150603,-0.0179344962601633,-0.017991507882411,-0.0182055344051229,-0.017979182459867,-0.0180802570321892,-0.0177008774709136,-0.0173403792237835,-0.0171404757411346,-0.0175468908309842,-0.0178354963543138,-0.0181041443237074,-0.0183775100943318,-0.0183902801511656,-0.018107821339197,-0.018277008212669,-0.0185048240326218,-0.0184224883710633,-0.0190381702683031,-0.0194389156448713,-0.0197263834542236,-0.0179229529342355,-0.0141364905555436,-0.0151285230423405,-0.0149373519896391
2560,-0.0214620164156843,-0.0225916842768865,-0.0231549071518025,-0.0233635304986065,-0.0235215075118666,-0.0235612281353064,-0.0212170737943834,-0.0185791970989072,-0.018292037589699,-0.017966821734748,-0.0180594230454165,-0.0182796859355638,-0.017982557257736,-0.0180498111352221,-0.0176782159763361,-0.0173109875446138,-0.0171063946881465,-0.0174895481558782,-0.0177925196684105,-0.0180132521080582,-0.0182967585604674,-0.0183513040686469,-0.0180285308440156,-0.0181985380630391,-0.0184899631303712,-0.0183814328781783,-0.0190439257349593,-0.019375003130368,-0.0196384336193858,-0.0178347652997187,-0.0140182741313635,-0.015117330818361,-0.0149732221426279
2558,-0.0214832999158137,-0.0226313871835709,-0.0231625342717564,-0.0233428920368053,-0.0234794613760076,-0.0235273696502899,-0.0211676873955944,-0.0186258146781358,-0.0182187179591801,-0.0179482969499302,-0.0180615351127368,-0.018344538098611,-0.0179762169483625,-0.0180392850502735,-0.0176849785439764,-0.0172395932310199,-0.0170513893008777,-0.0174392260823854,-0.0177530276363946,-0.0179096752812882,-0.0181698629882974,-0.0182850316513262,-0.0179617946294213,-0.0181419664599728,-0.0184844226759293,-0.0183416630449013,-0.0190473160492418,-0.0193392641061681,-0.0195971187442913,-0.0177387491724132,-0.013845098752659,-0.0151013891327241,-0.0150252734102309
2556,-0.0215733678161184,-0.0227030376365247,-0.0232304162158928,-0.0233763139767134,-0.023506622698617,-0.0234864979846676,-0.0211544852850178,-0.018698531943177,-0.0181506528251866,-0.0179240405471709,-0.0180609252167539,-0.018407388135066,-0.0179984742508541,-0.0181087723777344,-0.0177662828317223,-0.0171892110477998,-0.0170276670606991,-0.017475756530607,-0.0177893852144511,-0.0178611231980349,-0.0181166186934859,-0.0182580084900313,-0.0179692033140113,-0.0181498666836036,-0.0184999991369771,-0.0183474930978406,-0.019091205936991,-0.0193836059329533,-0.0196488486247748,-0.0176985014850046,-0.0137282537347289,-0.0151353732362006,-0.015108600607276
2554,-0.0216840452905381,-0.0227747658891684,-0.0233279544384653,-0.0234382308651945,-0.0235621032996118,-0.0234198731712713,-0.0211559037106328,-0.018781785655873,-0.0181398472554063,-0.0179046739969103,-0.0180867437780139,-0.0184387661355231,-0.0180355214711543,-0.0182050743672326,-0.0179018060828511,-0.0171778318680107,-0.0170488670175431,-0.0175735751958235,-0.0178774035044066,-0.0178645519831759,-0.0181598416154323,-0.0182825639890899,-0.0180226426698666,-0.0182007326456774,-0.0185056237223651,-0.0183938655828001,-0.019166289506395,-0.0194529860969797,-0.0197252053089791,-0.0177300186730428,-0.0137332670760959,-0.0152204594535129,-0.015232523920142
2552,-0.0217404839751489,-0.0228099054036469,-0.0234213007187019,-0.0234593370511483,-0.0235792412523101,-0.0233370537192017,-0.0211274885732004,-0.0187993035731467,-0.018151118838792,-0.0178538437047909,-0.0180888563227709,-0.0183966355982526,-0.0180521095101537,-0.0182437623228369,-0.0179927573737602,-0.0171815125639023,-0.0171052789580436,-0.0176195718717561,-0.0179258216041247,-0.0178633488260399,-0.0182129539342467,-0.0183279257319595,-0.018043366644063,-0.0182233265974997,-0.0184863795661496,-0.0184356781715133,-0.0192084036940562,-0.0194585671973358,-0.0197603451863058,-0.0178061753875738,-0.0138231562641465,-0.0152679135742295,-0.0153447560828663
2550,-0.0217333403454107,-0.0228060231254134,-0.0234942297347053,-0.0234286605959029,-0.0235497465734756,-0.0233014735438714,-0.0210945411321461,-0.018716759247485,-0.0181276666005604,-0.0177797556809977,-0.0180388443799193,-0.0183053508391386,-0.0180542108716654,-0.0182357969162226,-0.0179767650806578,-0.0171866852765025,-0.0171912544802543,-0.0175715412223362,-0.0179011531532435,-0.0178312405693871,-0.0182263542299104,-0.0183736450851602,-0.0180140633170657,-0.0181751270099252,-0.0184728200055342,-0.0184295387134803,-0.0191845315719794,-0.0193986899623996,-0.0197731957425132,-0.0178852804068995,-0.0139124635959865,-0.015221682806259,-0.0153810799624812
2548,-0.021702882415509,-0.022777674080755,-0.0235200457614694,-0.023383589561615,-0.0235063753069829,-0.0233251971136673,-0.0211103564845732,-0.0185806537712114,-0.0180595875149804,-0.0177344122467559,-0.0179614937222686,-0.0182284604269074,-0.0180443481141643,-0.0182213635647768,-0.0178916965349578,-0.0171792863641163,-0.0172672151703233,-0.0174904770686193,-0.017833102469096,-0.0177770826885254,-0.0182213313689759,-0.0183930996436811,-0.0179741998674099,-0.0180621558108675,-0.0184575880167176,-0.0183384873359332,-0.0191071962972777,-0.0193292154537609,-0.0197772749652331,-0.017903216253779,-0.0139268446441378,-0.0151160657520031,-0.0153081428780851
2546,-0.0216544904843157,-0.0227182856786076,-0.0234614291148314,-0.0233279310690696,-0.0234522935693516,-0.0233212403471186,-0.0211409993672491,-0.0184476208857076,-0.0179635650779942,-0.0177140753678965,-0.0178560660427457,-0.0181680943235236,-0.0179638723561126,-0.0181459544471982,-0.0177919995262736,-0.0171192639400543,-0.0172463635430051,-0.0174082083699345,-0.0177235841435397,-0.0176879231214596,-0.0181878059788154,-0.0183280304295213,-0.0179214312596476,-0.0178956309089716,-0.0183626373435305,-0.0181449072760582,-0.0189798910134522,-0.019252929627187,-0.0197124190622891,-0.0178014457186973,-0.0138292277792048,-0.0149869361119311,-0.0151085663282804
2544,-0.0215659782048289,-0.0226214826906077,-0.0233383113914319,-0.0232484572217546,-0.0233808486798546,-0.0232415436539745,-0.0211004764237878,-0.0183480769137273,-0.0178613610558103,-0.0176685523963291,-0.017707270797084,-0.0180822935655923,-0.0177807362377686,-0.017952174819069,-0.0176912256882136,-0.0170085830970586,-0.0171002524940731,-0.0172929864904028,-0.0175636995578238,-0.0175553895232544,-0.0180896892053537,-0.0181657582336548,-0.0178225794131691,-0.0177009320058044,-0.0181751110372909,-0.0179186018048976,-0.0188157236981921,-0.0191432234115062,-0.0195587715057289,-0.0176173502417279,-0.0136585246562184,-0.0148465004091584,-0.0148191019686445
2542,-0.021462586419461,-0.0225200563411864,-0.0232460266769145,-0.0231826343338329,-0.0233342333357066,-0.0231769188117789,-0.0209905127845179,-0.0183121562338645,-0.01779302213604,-0.017605744238153,-0.0175746693729441,-0.017986260827677,-0.0175910500859127,-0.0177395114630835,-0.0176166054942071,-0.0169446283596502,-0.0169347571373107,-0.0171677599176338,-0.0174199030290881,-0.0174483125881071,-0.0179781147714082,-0.0180115871706564,-0.0177110861109573,-0.0175532662234808,-0.0180314350429553,-0.0178104748698212,-0.0186842256465496,-0.0190409831464132,-0.0194279313303678,-0.0174899398820131,-0.0135360116148927,-0.0147586002779227,-0.0145900056015819
2540,-0.021410790727007,-0.0224602343924372,-0.0232540527358001,-0.0231793122220393,-0.023362799729313,-0.0232269845924634,-0.0209082130794469,-0.0183530783576064,-0.0177898081162009,-0.0175852211424454,-0.0175547559581416,-0.0179450614883226,-0.0175258094111057,-0.0176684249045233,-0.0176246825965768,-0.0170093364338425,-0.0168769914674474,-0.017129984077556,-0.0173822637849954,-0.0174571139187442,-0.0179584790885685,-0.0179866789672922,-0.0176628760657218,-0.0175240154708657,-0.0180522452376872,-0.0178918487158864,-0.0186480326975544,-0.019019635078853,-0.019430944654599,-0.0175109529947382,-0.0135559802395747,-0.0148030883895358,-0.0145875566103636
2538,-0.0214367329628056,-0.0224556843053285,-0.0233255102125754,-0.0232148924529948,-0.0234404063865805,-0.0233440567532402,-0.0209127804006657,-0.0184255063423987,-0.0178267924562241,-0.0176077607772905,-0.0176441182961687,-0.0179756937993359,-0.0175866664916649,-0.0177336986925722,-0.0177147815878851,-0.0171365037478072,-0.016919455329145,-0.0172022923937125,-0.0174323210007536,-0.0175633023899397,-0.0180241429616555,-0.0180729555851874,-0.0176735801756358,-0.0175945489277884,-0.0181602257102957,-0.0180522030461294,-0.0186719517359045,-0.0190666727571558,-0.0195186644898901,-0.0176147199302737,-0.0136696637664401,-0.0149371067153357,-0.0148036809102872
2536,-0.0215053137184188,-0.0224938429862111,-0.0233808519860431,-0.0232298683276283,-0.023492463605381,-0.0234087173369721,-0.0209730536379836,-0.018465447598225,-0.017853942656687,-0.0176140835760064,-0.0177396143094477,-0.0180393211391361,-0.017673546424527,-0.0177905288515251,-0.0177973007939721,-0.017184370091215,-0.0169584698609873,-0.0172741928360028,-0.0174702734964352,-0.0176542591543635,-0.0180536653645237,-0.0181503220696583,-0.0176651802407173,-0.0176850736751686,-0.0181906757310298,-0.0181443364007306,-0.0186775445271597,-0.0191002644550882,-0.0195593197333749,-0.0176779051403091,-0.0137452296886284,-0.0150227123036957,-0.015058209284366
2534,-0.02157251143748,-0.022554236174111,-0.0233921635895697,-0.0232229195005752,-0.0234945437098441,-0.0233966182810572,-0.0210435961686642,-0.018460491564581,-0.0178618528710542,-0.017591735225428,-0.0177744506262688,-0.0181090646236581,-0.0177321211830125,-0.0177793286646981,-0.0177914564036272,-0.01711135399687,-0.0169436818559538,-0.0172415990591427,-0.0174587680602944,-0.0176650391775511,-0.0179887939578547,-0.0181566929197553,-0.0176163890707765,-0.0177535130942059,-0.0181216557712479,-0.0181622053806393,-0.0186588394700514,-0.0190939671693236,-0.0195179103540385,-0.0176691783928172,-0.0137323672202586,-0.0150158391057036,-0.015198572082019
2532,-0.021600070038468,-0.0225860641581519,-0.0233612485946764,-0.0232224725909987,-0.0234683089183577,-0.0233582159746858,-0.0210951012206002,-0.0184214210830606,-0.0178574337154885,-0.0175748702453566,-0.017752343291109,-0.0181542491623759,-0.0177621183517364,-0.0177590729259421,-0.0176945406431711,-0.0169816269167634,-0.0168956176081361,-0.017112299280251,-0.0174333435205863,-0.0176174582239155,-0.0178898562050605,-0.0181068691376373,-0.0175697423518094,-0.0177941177691325,-0.0180542080751577,-0.0181722646860267,-0.0186501246956822,-0.0190809529287987,-0.0194474951988596,-0.0176241689581456,-0.0136891537620303,-0.0149912923335517,-0.01520008157552
